relative_to,sender,receiver,operator,type,date,amount
Daniel Courtois,Daniel Courtois,Louis Pereira,moov,TRANSFER,2022-10-19,158200
Louis Pereira,Louis Pereira,Victoire Lemoine,moov,TRANSFER,2022-10-26,344600
Victoire Lemoine,Louis Pereira,Victoire Lemoine,moov,RECEIPT,2022-10-26,344600
,,Colette Robert-Lambert,mtn,CASH_IN,2022-10-06,148000
,,,mtn,CASH_OUT,2022-10-10,111900
Colette Robert-Lambert,Alphonse Gros,Colette Robert-Lambert,mtn,RECEIPT,2022-10-14,162300
Alphonse Gros,Alphonse Gros,Colette Robert-Lambert,mtn,TRANSFER,2022-10-14,162300
Victor Maury,Georges Bouvet,Victor Maury,mtn,RECEIPT,2022-10-04,108700
Georges Bouvet,Georges Bouvet,Victor Maury,mtn,TRANSFER,2022-10-04,108700
,,Victor Maury,mtn,CASH_IN,2022-10-07,109900
,,,mtn,CASH_OUT,2022-10-13,68800
,,,mtn,CASH_OUT,2022-10-21,2800
Victor Maury,Victor Maury,Constance du Masse,mtn,TRANSFER,2022-10-22,170400
Constance du Masse,Victor Maury,Constance du Masse,mtn,RECEIPT,2022-10-22,170400
,,Franck de Joubert,mtn,CASH_IN,2022-10-06,181400
Franck de Joubert,Luc Guibert du Le Gall,Franck de Joubert,mtn,RECEIPT,2022-10-11,422000
Luc Guibert du Le Gall,Luc Guibert du Le Gall,Franck de Joubert,mtn,TRANSFER,2022-10-11,422000
,,Franck de Joubert,mtn,CASH_IN,2022-10-12,274100
Franck de Joubert,Franck de Joubert,Richard Bonnet,mtn,TRANSFER,2022-10-21,390600
Richard Bonnet,Franck de Joubert,Richard Bonnet,mtn,RECEIPT,2022-10-21,390600
Franck de Joubert,Franck de Joubert,Capucine-Dorothée Petit,mtn,TRANSFER,2022-10-23,79700
Capucine-Dorothée Petit,Franck de Joubert,Capucine-Dorothée Petit,mtn,RECEIPT,2022-10-23,79700
Olivie Dupuis,René du Gimenez,Olivie Dupuis,moov,RECEIPT,2022-10-04,96100
René du Gimenez,René du Gimenez,Olivie Dupuis,moov,TRANSFER,2022-10-04,96100
,,Olivie Dupuis,moov,CASH_IN,2022-10-15,113400
Olivie Dupuis,Bertrand Delannoy,Olivie Dupuis,moov,RECEIPT,2022-10-15,422600
Bertrand Delannoy,Bertrand Delannoy,Olivie Dupuis,moov,TRANSFER,2022-10-15,422600
,,,moov,CASH_OUT,2022-10-16,177200
Olivie Dupuis,Olivie Dupuis,Julien Le Gaillard,moov,TRANSFER,2022-10-21,281500
Julien Le Gaillard,Olivie Dupuis,Julien Le Gaillard,moov,RECEIPT,2022-10-21,281500
Lucy Fontaine,Rémy Renault de Laroche,Lucy Fontaine,moov,RECEIPT,2022-10-02,107400
Rémy Renault de Laroche,Rémy Renault de Laroche,Lucy Fontaine,moov,TRANSFER,2022-10-02,107400
,,,moov,CASH_OUT,2022-10-03,37200
Lucy Fontaine,Lucy Fontaine,Eugène Giraud,moov,TRANSFER,2022-10-21,450600
Eugène Giraud,Lucy Fontaine,Eugène Giraud,moov,RECEIPT,2022-10-21,450600
,,Lucy Fontaine,moov,CASH_IN,2022-10-26,210000
Michelle Roy,Michelle Roy,Martine Gimenez,moov,TRANSFER,2022-10-06,496000
Martine Gimenez,Michelle Roy,Martine Gimenez,moov,RECEIPT,2022-10-06,496000
,,Michelle Roy,moov,CASH_IN,2022-10-10,243100
Michelle Roy,Mathilde Petitjean,Michelle Roy,moov,RECEIPT,2022-10-13,383300
Mathilde Petitjean,Mathilde Petitjean,Michelle Roy,moov,TRANSFER,2022-10-13,383300
,,Michelle Roy,moov,CASH_IN,2022-10-14,339100
,,,moov,CASH_OUT,2022-10-03,278600
,,,moov,CASH_OUT,2022-10-06,49300
,,Isabelle Loiseau Le Pineau,moov,CASH_IN,2022-10-11,198900
Isabelle Loiseau Le Pineau,Isabelle Loiseau Le Pineau,Marguerite Auger,moov,TRANSFER,2022-10-24,234500
Marguerite Auger,Isabelle Loiseau Le Pineau,Marguerite Auger,moov,RECEIPT,2022-10-24,234500
,,Isabelle Loiseau Le Pineau,moov,CASH_IN,2022-10-26,372800
Pauline Collin-Lesage,Olivier Dumont,Pauline Collin-Lesage,moov,RECEIPT,2022-10-08,479300
Olivier Dumont,Olivier Dumont,Pauline Collin-Lesage,moov,TRANSFER,2022-10-08,479300
,,,moov,CASH_OUT,2022-10-12,496400
Pauline Collin-Lesage,Pauline Collin-Lesage,Josette Le Bouvier,moov,TRANSFER,2022-10-16,435800
Josette Le Bouvier,Pauline Collin-Lesage,Josette Le Bouvier,moov,RECEIPT,2022-10-16,435800
,,,moov,CASH_OUT,2022-10-24,141300
Pauline Collin-Lesage,Noémi Perrin,Pauline Collin-Lesage,moov,RECEIPT,2022-10-27,179100
Noémi Perrin,Noémi Perrin,Pauline Collin-Lesage,moov,TRANSFER,2022-10-27,179100
Luc Guibert du Le Gall,Guillaume Valentin-Fleury,Luc Guibert du Le Gall,mtn,RECEIPT,2022-10-10,179300
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Luc Guibert du Le Gall,mtn,TRANSFER,2022-10-10,179300
Luc Guibert du Le Gall,Gabrielle Mendès,Luc Guibert du Le Gall,mtn,RECEIPT,2022-10-16,353500
Gabrielle Mendès,Gabrielle Mendès,Luc Guibert du Le Gall,mtn,TRANSFER,2022-10-16,353500
,,Luc Guibert du Le Gall,mtn,CASH_IN,2022-10-20,175600
,,,mtn,CASH_OUT,2022-10-05,494000
,,,mtn,CASH_OUT,2022-10-06,88700
Christophe Rey,Christophe Rey,Claude Lemaire,mtn,TRANSFER,2022-10-08,169600
Claude Lemaire,Christophe Rey,Claude Lemaire,mtn,RECEIPT,2022-10-08,169600
,,,moov,CASH_OUT,2022-10-04,248200
Claude Lemaire,Claude Lemaire,Mathilde du Clerc,moov,TRANSFER,2022-10-19,260800
Mathilde du Clerc,Claude Lemaire,Mathilde du Clerc,moov,RECEIPT,2022-10-19,260800
Susan Le Lejeune,Susan Le Lejeune,Édouard Leroy,moov,TRANSFER,2022-10-01,254300
Édouard Leroy,Susan Le Lejeune,Édouard Leroy,moov,RECEIPT,2022-10-01,254300
,,Susan Le Lejeune,moov,CASH_IN,2022-10-01,330900
Susan Le Lejeune,Michelle Lebreton,Susan Le Lejeune,moov,RECEIPT,2022-10-02,226700
Michelle Lebreton,Michelle Lebreton,Susan Le Lejeune,moov,TRANSFER,2022-10-02,226700
Susan Le Lejeune,Susan Le Lejeune,Théodore-Alain Laroche,moov,TRANSFER,2022-10-03,445100
Théodore-Alain Laroche,Susan Le Lejeune,Théodore-Alain Laroche,moov,RECEIPT,2022-10-03,445100
,,Susan Le Lejeune,moov,CASH_IN,2022-10-04,439900
,,Susan Le Lejeune,moov,CASH_IN,2022-10-04,151800
,,Susan Le Lejeune,moov,CASH_IN,2022-10-05,251900
Susan Le Lejeune,Susan Le Lejeune,Alexandre du Jacquet,moov,TRANSFER,2022-10-05,361000
Alexandre du Jacquet,Susan Le Lejeune,Alexandre du Jacquet,moov,RECEIPT,2022-10-05,361000
Susan Le Lejeune,Rémy du Delaunay,Susan Le Lejeune,moov,RECEIPT,2022-10-05,341400
Rémy du Delaunay,Rémy du Delaunay,Susan Le Lejeune,moov,TRANSFER,2022-10-05,341400
,,,moov,CASH_OUT,2022-10-06,118100
Susan Le Lejeune,Luc Clerc,Susan Le Lejeune,moov,RECEIPT,2022-10-06,20300
Luc Clerc,Luc Clerc,Susan Le Lejeune,moov,TRANSFER,2022-10-06,20300
Susan Le Lejeune,Marguerite Auger,Susan Le Lejeune,moov,RECEIPT,2022-10-08,435900
Marguerite Auger,Marguerite Auger,Susan Le Lejeune,moov,TRANSFER,2022-10-08,435900
Susan Le Lejeune,Susan Le Lejeune,Robert Martin,moov,TRANSFER,2022-10-11,339900
Robert Martin,Susan Le Lejeune,Robert Martin,moov,RECEIPT,2022-10-11,339900
Susan Le Lejeune,Caroline Roche,Susan Le Lejeune,moov,RECEIPT,2022-10-13,399500
Caroline Roche,Caroline Roche,Susan Le Lejeune,moov,TRANSFER,2022-10-13,399500
Susan Le Lejeune,Susan Le Lejeune,Christine Le Jacquet,moov,TRANSFER,2022-10-14,103700
Christine Le Jacquet,Susan Le Lejeune,Christine Le Jacquet,moov,RECEIPT,2022-10-14,103700
,,Susan Le Lejeune,moov,CASH_IN,2022-10-15,94000
,,Susan Le Lejeune,moov,CASH_IN,2022-10-16,152200
,,Susan Le Lejeune,moov,CASH_IN,2022-10-17,58100
,,,moov,CASH_OUT,2022-10-19,394300
Susan Le Lejeune,Susan Le Lejeune,Constance du Masse,moov,TRANSFER,2022-10-19,251100
Constance du Masse,Susan Le Lejeune,Constance du Masse,moov,RECEIPT,2022-10-19,251100
Susan Le Lejeune,Susan Le Lejeune,Roland Étienne,moov,TRANSFER,2022-10-20,471600
Roland Étienne,Susan Le Lejeune,Roland Étienne,moov,RECEIPT,2022-10-20,471600
,,,moov,CASH_OUT,2022-10-20,381800
,,,moov,CASH_OUT,2022-10-21,154400
,,,moov,CASH_OUT,2022-10-23,229000
Susan Le Lejeune,Margaret Gay-Chrétien,Susan Le Lejeune,moov,RECEIPT,2022-10-23,381100
Margaret Gay-Chrétien,Margaret Gay-Chrétien,Susan Le Lejeune,moov,TRANSFER,2022-10-23,381100
,,Susan Le Lejeune,moov,CASH_IN,2022-10-25,232400
Susan Le Lejeune,Maurice de la Pineau,Susan Le Lejeune,moov,RECEIPT,2022-10-25,499100
Maurice de la Pineau,Maurice de la Pineau,Susan Le Lejeune,moov,TRANSFER,2022-10-25,499100
,,,moov,CASH_OUT,2022-10-25,206200
Susan Le Lejeune,Susan Le Lejeune,Laetitia Lefort,moov,TRANSFER,2022-10-27,490400
Laetitia Lefort,Susan Le Lejeune,Laetitia Lefort,moov,RECEIPT,2022-10-27,490400
,,Adrienne Delattre,moov,CASH_IN,2022-10-02,4600
Adrienne Delattre,Adrienne Delattre,Maurice de la Pineau,moov,TRANSFER,2022-10-03,406900
Maurice de la Pineau,Adrienne Delattre,Maurice de la Pineau,moov,RECEIPT,2022-10-03,406900
Adrienne Delattre,Constance du Masse,Adrienne Delattre,moov,RECEIPT,2022-10-06,456500
Constance du Masse,Constance du Masse,Adrienne Delattre,moov,TRANSFER,2022-10-06,456500
,,,moov,CASH_OUT,2022-10-07,345500
Adrienne Delattre,Adrienne Delattre,Alfred Meunier,moov,TRANSFER,2022-10-07,116400
Alfred Meunier,Adrienne Delattre,Alfred Meunier,moov,RECEIPT,2022-10-07,116400
,,,moov,CASH_OUT,2022-10-08,228800
Adrienne Delattre,Bertrand-Bernard Faivre,Adrienne Delattre,moov,RECEIPT,2022-10-08,265900
Bertrand-Bernard Faivre,Bertrand-Bernard Faivre,Adrienne Delattre,moov,TRANSFER,2022-10-08,265900
,,,moov,CASH_OUT,2022-10-10,50600
,,,moov,CASH_OUT,2022-10-12,392100
,,,moov,CASH_OUT,2022-10-12,74400
,,,moov,CASH_OUT,2022-10-16,60100
Adrienne Delattre,Jules Le Gosselin,Adrienne Delattre,moov,RECEIPT,2022-10-17,198400
Jules Le Gosselin,Jules Le Gosselin,Adrienne Delattre,moov,TRANSFER,2022-10-17,198400
,,,moov,CASH_OUT,2022-10-19,323200
,,Adrienne Delattre,moov,CASH_IN,2022-10-20,191300
Adrienne Delattre,Timothée Lemonnier,Adrienne Delattre,moov,RECEIPT,2022-10-20,54700
Timothée Lemonnier,Timothée Lemonnier,Adrienne Delattre,moov,TRANSFER,2022-10-20,54700
Adrienne Delattre,Adrienne Delattre,Patrick Gaillard,moov,TRANSFER,2022-10-21,423700
Patrick Gaillard,Adrienne Delattre,Patrick Gaillard,moov,RECEIPT,2022-10-21,423700
Adrienne Delattre,Gabrielle Mendès,Adrienne Delattre,moov,RECEIPT,2022-10-22,113300
Gabrielle Mendès,Gabrielle Mendès,Adrienne Delattre,moov,TRANSFER,2022-10-22,113300
Adrienne Delattre,Adrienne Delattre,Mathilde du Clerc,moov,TRANSFER,2022-10-23,106700
Mathilde du Clerc,Adrienne Delattre,Mathilde du Clerc,moov,RECEIPT,2022-10-23,106700
Adrienne Delattre,Adrienne Delattre,Capucine-Dorothée Petit,moov,TRANSFER,2022-10-23,212000
Capucine-Dorothée Petit,Adrienne Delattre,Capucine-Dorothée Petit,moov,RECEIPT,2022-10-23,212000
,,,moov,CASH_OUT,2022-10-25,471900
,,,moov,CASH_OUT,2022-10-25,202600
,,Adrienne Delattre,moov,CASH_IN,2022-10-27,356600
,,,moov,CASH_OUT,2022-10-01,397500
Thibaut Peron,Thibaut Peron,Roland Étienne,moov,TRANSFER,2022-10-01,35900
Roland Étienne,Thibaut Peron,Roland Étienne,moov,RECEIPT,2022-10-01,35900
Thibaut Peron,Thibaut Peron,Constance Chrétien-Briand,moov,TRANSFER,2022-10-02,342000
Constance Chrétien-Briand,Thibaut Peron,Constance Chrétien-Briand,moov,RECEIPT,2022-10-02,342000
Thibaut Peron,Thibaut Peron,Michelle-Hélène Sanchez,moov,TRANSFER,2022-10-03,400700
Michelle-Hélène Sanchez,Thibaut Peron,Michelle-Hélène Sanchez,moov,RECEIPT,2022-10-03,400700
Thibaut Peron,Thibaut Peron,Gilbert Paul,moov,TRANSFER,2022-10-04,486100
Gilbert Paul,Thibaut Peron,Gilbert Paul,moov,RECEIPT,2022-10-04,486100
,,,moov,CASH_OUT,2022-10-05,245700
,,,moov,CASH_OUT,2022-10-06,316400
Thibaut Peron,Thibaut Peron,Marguerite Auger,moov,TRANSFER,2022-10-06,320700
Marguerite Auger,Thibaut Peron,Marguerite Auger,moov,RECEIPT,2022-10-06,320700
Thibaut Peron,Augustin Chevallier,Thibaut Peron,moov,RECEIPT,2022-10-07,66000
Augustin Chevallier,Augustin Chevallier,Thibaut Peron,moov,TRANSFER,2022-10-07,66000
Thibaut Peron,Thibaut Peron,Édouard Mahe,moov,TRANSFER,2022-10-07,404400
Édouard Mahe,Thibaut Peron,Édouard Mahe,moov,RECEIPT,2022-10-07,404400
Thibaut Peron,Jules Le Gosselin,Thibaut Peron,moov,RECEIPT,2022-10-08,336300
Jules Le Gosselin,Jules Le Gosselin,Thibaut Peron,moov,TRANSFER,2022-10-08,336300
,,Thibaut Peron,moov,CASH_IN,2022-10-08,410900
,,Thibaut Peron,moov,CASH_IN,2022-10-10,97100
,,Thibaut Peron,moov,CASH_IN,2022-10-10,135300
Thibaut Peron,Thibaut Peron,Marie Letellier,moov,TRANSFER,2022-10-10,235400
Marie Letellier,Thibaut Peron,Marie Letellier,moov,RECEIPT,2022-10-10,235400
Thibaut Peron,Thibaut Peron,Richard Bonnet,moov,TRANSFER,2022-10-10,175300
Richard Bonnet,Thibaut Peron,Richard Bonnet,moov,RECEIPT,2022-10-10,175300
Thibaut Peron,Thibaut Peron,Gilbert Paul,moov,TRANSFER,2022-10-12,347800
Gilbert Paul,Thibaut Peron,Gilbert Paul,moov,RECEIPT,2022-10-12,347800
,,Thibaut Peron,moov,CASH_IN,2022-10-12,328100
Thibaut Peron,Thibaut Peron,Augustin Chevallier,moov,TRANSFER,2022-10-15,188600
Augustin Chevallier,Thibaut Peron,Augustin Chevallier,moov,RECEIPT,2022-10-15,188600
Thibaut Peron,Thibaut Peron,Marguerite Auger,moov,TRANSFER,2022-10-15,152100
Marguerite Auger,Thibaut Peron,Marguerite Auger,moov,RECEIPT,2022-10-15,152100
Thibaut Peron,Eugène Giraud,Thibaut Peron,moov,RECEIPT,2022-10-17,387500
Eugène Giraud,Eugène Giraud,Thibaut Peron,moov,TRANSFER,2022-10-17,387500
,,,moov,CASH_OUT,2022-10-17,2500
,,Thibaut Peron,moov,CASH_IN,2022-10-20,116100
,,,moov,CASH_OUT,2022-10-20,22500
,,,moov,CASH_OUT,2022-10-23,82100
Thibaut Peron,Thibaut Peron,Noémi Perrin,moov,TRANSFER,2022-10-25,32100
Noémi Perrin,Thibaut Peron,Noémi Perrin,moov,RECEIPT,2022-10-25,32100
Thibaut Peron,Thibaut Peron,Josette Le Bouvier,moov,TRANSFER,2022-10-25,3900
Josette Le Bouvier,Thibaut Peron,Josette Le Bouvier,moov,RECEIPT,2022-10-25,3900
,,,moov,CASH_OUT,2022-10-27,270000
,,,moov,CASH_OUT,2022-10-27,143800
Thibaut Peron,Jules Le Gosselin,Thibaut Peron,moov,RECEIPT,2022-10-27,137400
Jules Le Gosselin,Jules Le Gosselin,Thibaut Peron,moov,TRANSFER,2022-10-27,137400
,,,mtn,CASH_OUT,2022-10-01,168100
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-01,394100
Alexandre du Jacquet,Mathilde Petitjean,Alexandre du Jacquet,mtn,RECEIPT,2022-10-02,3900
Mathilde Petitjean,Mathilde Petitjean,Alexandre du Jacquet,mtn,TRANSFER,2022-10-02,3900
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-02,317600
,,,mtn,CASH_OUT,2022-10-04,286500
,,,mtn,CASH_OUT,2022-10-05,443500
Alexandre du Jacquet,Alexandre du Jacquet,Marie Letellier,mtn,TRANSFER,2022-10-05,316600
Marie Letellier,Alexandre du Jacquet,Marie Letellier,mtn,RECEIPT,2022-10-05,316600
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-06,84800
,,,mtn,CASH_OUT,2022-10-09,241100
Alexandre du Jacquet,Alexandre du Jacquet,Nicolas Millet-Bertin,mtn,TRANSFER,2022-10-09,452700
Nicolas Millet-Bertin,Alexandre du Jacquet,Nicolas Millet-Bertin,mtn,RECEIPT,2022-10-09,452700
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-10,196900
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-12,441300
Alexandre du Jacquet,Marguerite Auger,Alexandre du Jacquet,mtn,RECEIPT,2022-10-13,307100
Marguerite Auger,Marguerite Auger,Alexandre du Jacquet,mtn,TRANSFER,2022-10-13,307100
Alexandre du Jacquet,Alexandre du Jacquet,Rémy Renault de Laroche,mtn,TRANSFER,2022-10-14,406800
Rémy Renault de Laroche,Alexandre du Jacquet,Rémy Renault de Laroche,mtn,RECEIPT,2022-10-14,406800
,,,mtn,CASH_OUT,2022-10-15,151400
Alexandre du Jacquet,Alexandre du Jacquet,Richard Bonnet,mtn,TRANSFER,2022-10-16,296800
Richard Bonnet,Alexandre du Jacquet,Richard Bonnet,mtn,RECEIPT,2022-10-16,296800
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-17,381800
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-17,217400
Alexandre du Jacquet,Michelle-Hélène Sanchez,Alexandre du Jacquet,mtn,RECEIPT,2022-10-18,11900
Michelle-Hélène Sanchez,Michelle-Hélène Sanchez,Alexandre du Jacquet,mtn,TRANSFER,2022-10-18,11900
Alexandre du Jacquet,Alexandre du Jacquet,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-10-18,346800
Matthieu-Étienne Legendre,Alexandre du Jacquet,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-10-18,346800
Alexandre du Jacquet,Marc-Raymond Hamel,Alexandre du Jacquet,mtn,RECEIPT,2022-10-18,467300
Marc-Raymond Hamel,Marc-Raymond Hamel,Alexandre du Jacquet,mtn,TRANSFER,2022-10-18,467300
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-20,64600
Alexandre du Jacquet,Jacques Devaux-Ruiz,Alexandre du Jacquet,mtn,RECEIPT,2022-10-20,138100
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Alexandre du Jacquet,mtn,TRANSFER,2022-10-20,138100
Alexandre du Jacquet,Georges Bouvet,Alexandre du Jacquet,mtn,RECEIPT,2022-10-22,147200
Georges Bouvet,Georges Bouvet,Alexandre du Jacquet,mtn,TRANSFER,2022-10-22,147200
Alexandre du Jacquet,Alexandre du Jacquet,Mathilde du Clerc,mtn,TRANSFER,2022-10-24,418000
Mathilde du Clerc,Alexandre du Jacquet,Mathilde du Clerc,mtn,RECEIPT,2022-10-24,418000
,,,mtn,CASH_OUT,2022-10-24,384500
Alexandre du Jacquet,Bertrand-Benoît Pereira,Alexandre du Jacquet,mtn,RECEIPT,2022-10-25,263000
Bertrand-Benoît Pereira,Bertrand-Benoît Pereira,Alexandre du Jacquet,mtn,TRANSFER,2022-10-25,263000
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-25,163200
,,Alexandre du Jacquet,mtn,CASH_IN,2022-10-27,358100
,,,mtn,CASH_OUT,2022-10-01,492900
,,Michelle Lebreton,mtn,CASH_IN,2022-10-01,64100
,,,mtn,CASH_OUT,2022-10-01,347900
Michelle Lebreton,Gilbert Paul,Michelle Lebreton,mtn,RECEIPT,2022-10-04,388300
Gilbert Paul,Gilbert Paul,Michelle Lebreton,mtn,TRANSFER,2022-10-04,388300
Michelle Lebreton,Matthieu-Guy Charpentier,Michelle Lebreton,mtn,RECEIPT,2022-10-06,133000
Matthieu-Guy Charpentier,Matthieu-Guy Charpentier,Michelle Lebreton,mtn,TRANSFER,2022-10-06,133000
,,,mtn,CASH_OUT,2022-10-06,160200
Michelle Lebreton,Thomas-Victor Regnier,Michelle Lebreton,mtn,RECEIPT,2022-10-10,80900
Thomas-Victor Regnier,Thomas-Victor Regnier,Michelle Lebreton,mtn,TRANSFER,2022-10-10,80900
,,,mtn,CASH_OUT,2022-10-10,135200
,,Michelle Lebreton,mtn,CASH_IN,2022-10-11,27100
Michelle Lebreton,Michelle Lebreton,Gilbert du Foucher,mtn,TRANSFER,2022-10-14,251300
Gilbert du Foucher,Michelle Lebreton,Gilbert du Foucher,mtn,RECEIPT,2022-10-14,251300
Michelle Lebreton,Théodore de la Seguin,Michelle Lebreton,mtn,RECEIPT,2022-10-15,67700
Théodore de la Seguin,Théodore de la Seguin,Michelle Lebreton,mtn,TRANSFER,2022-10-15,67700
Michelle Lebreton,Michelle Lebreton,Martine Gimenez,mtn,TRANSFER,2022-10-15,50800
Martine Gimenez,Michelle Lebreton,Martine Gimenez,mtn,RECEIPT,2022-10-15,50800
Michelle Lebreton,Olivie Dumont,Michelle Lebreton,mtn,RECEIPT,2022-10-21,489700
Olivie Dumont,Olivie Dumont,Michelle Lebreton,mtn,TRANSFER,2022-10-21,489700
Michelle Lebreton,Georges Bouvet,Michelle Lebreton,mtn,RECEIPT,2022-10-21,323300
Georges Bouvet,Georges Bouvet,Michelle Lebreton,mtn,TRANSFER,2022-10-21,323300
,,,mtn,CASH_OUT,2022-10-22,19300
Michelle Lebreton,Daniel Courtois,Michelle Lebreton,mtn,RECEIPT,2022-10-23,130000
Daniel Courtois,Daniel Courtois,Michelle Lebreton,mtn,TRANSFER,2022-10-23,130000
Michelle Lebreton,Victoire Lemoine,Michelle Lebreton,mtn,RECEIPT,2022-10-24,327200
Victoire Lemoine,Victoire Lemoine,Michelle Lebreton,mtn,TRANSFER,2022-10-24,327200
,,Michelle Lebreton,mtn,CASH_IN,2022-10-24,322400
Michelle Lebreton,Marie Letellier,Michelle Lebreton,mtn,RECEIPT,2022-10-25,91100
Marie Letellier,Marie Letellier,Michelle Lebreton,mtn,TRANSFER,2022-10-25,91100
,,Michelle Lebreton,mtn,CASH_IN,2022-10-25,362300
Michelle Lebreton,Michelle Lebreton,Michelle-Hélène Sanchez,mtn,TRANSFER,2022-10-25,169200
Michelle-Hélène Sanchez,Michelle Lebreton,Michelle-Hélène Sanchez,mtn,RECEIPT,2022-10-25,169200
,,,mtn,CASH_OUT,2022-10-25,52000
Michelle Lebreton,Josette Le Bouvier,Michelle Lebreton,mtn,RECEIPT,2022-10-27,373200
Josette Le Bouvier,Josette Le Bouvier,Michelle Lebreton,mtn,TRANSFER,2022-10-27,373200
,,,mtn,CASH_OUT,2022-10-01,328700
Jacques Devaux-Ruiz,Capucine-Dorothée Petit,Jacques Devaux-Ruiz,mtn,RECEIPT,2022-10-02,155800
Capucine-Dorothée Petit,Capucine-Dorothée Petit,Jacques Devaux-Ruiz,mtn,TRANSFER,2022-10-02,155800
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-10-04,100200
Matthieu-Étienne Legendre,Jacques Devaux-Ruiz,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-10-04,100200
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Olivie Dumont,mtn,TRANSFER,2022-10-04,154400
Olivie Dumont,Jacques Devaux-Ruiz,Olivie Dumont,mtn,RECEIPT,2022-10-04,154400
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Constance du Masse,mtn,TRANSFER,2022-10-07,233100
Constance du Masse,Jacques Devaux-Ruiz,Constance du Masse,mtn,RECEIPT,2022-10-07,233100
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-07,382900
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-08,461900
,,,mtn,CASH_OUT,2022-10-08,355900
,,,mtn,CASH_OUT,2022-10-11,120500
Jacques Devaux-Ruiz,Gabrielle Mendès,Jacques Devaux-Ruiz,mtn,RECEIPT,2022-10-13,469400
Gabrielle Mendès,Gabrielle Mendès,Jacques Devaux-Ruiz,mtn,TRANSFER,2022-10-13,469400
Jacques Devaux-Ruiz,Bertrand-Bernard Faivre,Jacques Devaux-Ruiz,mtn,RECEIPT,2022-10-15,206100
Bertrand-Bernard Faivre,Bertrand-Bernard Faivre,Jacques Devaux-Ruiz,mtn,TRANSFER,2022-10-15,206100
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-15,407900
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Gabrielle Mendès,mtn,TRANSFER,2022-10-16,191700
Gabrielle Mendès,Jacques Devaux-Ruiz,Gabrielle Mendès,mtn,RECEIPT,2022-10-16,191700
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-16,213900
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-17,416000
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-18,413800
,,,mtn,CASH_OUT,2022-10-21,76100
Jacques Devaux-Ruiz,Alfred Meunier,Jacques Devaux-Ruiz,mtn,RECEIPT,2022-10-21,478900
Alfred Meunier,Alfred Meunier,Jacques Devaux-Ruiz,mtn,TRANSFER,2022-10-21,478900
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Édouard Leroy,mtn,TRANSFER,2022-10-22,107700
Édouard Leroy,Jacques Devaux-Ruiz,Édouard Leroy,mtn,RECEIPT,2022-10-22,107700
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Alphonse Gros,mtn,TRANSFER,2022-10-23,312200
Alphonse Gros,Jacques Devaux-Ruiz,Alphonse Gros,mtn,RECEIPT,2022-10-23,312200
,,,mtn,CASH_OUT,2022-10-24,268100
,,Jacques Devaux-Ruiz,mtn,CASH_IN,2022-10-26,133800
,,,mtn,CASH_OUT,2022-10-26,128600
,,Édouard Leroy,moov,CASH_IN,2022-10-02,478400
Édouard Leroy,Alice Brunet du Pascal,Édouard Leroy,moov,RECEIPT,2022-10-02,59200
Alice Brunet du Pascal,Alice Brunet du Pascal,Édouard Leroy,moov,TRANSFER,2022-10-02,59200
,,,moov,CASH_OUT,2022-10-03,54200
Édouard Leroy,Édouard Leroy,Victoire Lemoine,moov,TRANSFER,2022-10-04,479700
Victoire Lemoine,Édouard Leroy,Victoire Lemoine,moov,RECEIPT,2022-10-04,479700
,,Édouard Leroy,moov,CASH_IN,2022-10-05,275800
,,Édouard Leroy,moov,CASH_IN,2022-10-07,392100
,,,moov,CASH_OUT,2022-10-07,441600
,,Édouard Leroy,moov,CASH_IN,2022-10-07,447100
Édouard Leroy,Édouard Leroy,Luc Clerc,moov,TRANSFER,2022-10-10,122100
Luc Clerc,Édouard Leroy,Luc Clerc,moov,RECEIPT,2022-10-10,122100
