Nom,Age,Type_d_infraction,Infraction,Date_d_infraction
Vincent Leclercq,57.0,Contraventions,Infractions en matière de transport,2022-06-11
Vincent Leclercq,57.0,Contraventions,Circulation routière,1993-09-29
Vincent Leclercq,57.0,Crimes,Coups et violences volontaires,1989-11-26
Timothée Roger,36.0,Délits,Atteintes à la famille,2008-01-27
Charles Nicolas,46.0,Délits,Travail et sécurité sociale,2000-02-21
Charles Nicolas,46.0,Crimes,Coups et violences volontaires,2021-04-17
Charles Nicolas,46.0,Crimes,"Vols, recels, destructions",1998-02-19
Charles Nicolas,46.0,Délits,Vols - recels,1997-04-19
Charles Nicolas,46.0,Contraventions,Ordre administratif et judiciaire,2011-09-30
Charles Nicolas,46.0,Crimes,Homicides volontaires,2018-12-20
Charles Nicolas,46.0,Délits,Travail et sécurité sociale,2014-09-07
Charles Nicolas,46.0,Délits,Chèques,2011-01-11
Jules Caron,26.0,Crimes,Coups et violences volontaires,2021-02-22
Capucine Fleury,72.0,Contraventions,Atteintes à l'ordre économique,2012-07-08
Capucine Fleury,72.0,Crimes,Coups et violences volontaires,2002-02-01
Alix Maillot-Grenier,90.0,Crimes,Homicides volontaires,1978-04-15
Alix Maillot-Grenier,90.0,Crimes,Coups et violences volontaires,2006-08-29
Alix Maillot-Grenier,90.0,Crimes,Coups et violences volontaires,2018-09-07
Marine Mathieu,30.0,Contraventions,Infractions en matière de transport,2016-02-25
Jeanne Colas-Leblanc,39.0,Contraventions,Atteintes aux moeurs,2005-02-06
Céline Gomez,46.0,Délits,Destructions - dégradations,2022-09-02
Céline Gomez,46.0,Contraventions,Atteintes à l'environnement,2015-08-21
Céline Gomez,46.0,Contraventions,Atteintes à l'environnement,1997-08-04
Céline Gomez,46.0,Crimes,Atteintes a la surete publique,1999-09-02
Céline Gomez,46.0,Délits,Circulation routière,2013-01-04
Caroline Peltier,84.0,Délits,Ordre administratif et judiciaire,1957-12-09
Caroline Peltier,84.0,Délits,Destructions - dégradations,2007-02-05
Michelle-Margaret Gay,55.0,Contraventions,Travail et sécurité sociale,2016-01-15
Michelle-Margaret Gay,55.0,Crimes,Coups et violences volontaires,1993-11-07
Michelle-Margaret Gay,55.0,Contraventions,Atteintes à la sûreté publique,2008-07-31
Thibaut Charpentier-Payet,64.0,Contraventions,Atteintes aux moeurs,2022-04-03
Thibaut Charpentier-Payet,64.0,Délits,Commerce et transport d'armes,2018-09-18
Thibaut Charpentier-Payet,64.0,Contraventions,Atteintes à la santé,1997-03-23
Thibaut Charpentier-Payet,64.0,Contraventions,Atteintes à l'environnement,2017-04-18
Thibaut Charpentier-Payet,64.0,Délits,Faux en écriture publique ou privée,1984-06-24
Thibaut Charpentier-Payet,64.0,Délits,Atteintes aux finances publiques,2001-09-12
Thibaut Charpentier-Payet,64.0,Délits,Coups et violences volontaires,1991-04-14
Thibaut Charpentier-Payet,64.0,Délits,Travail et sécurité sociale,1994-02-04
Alexandrie Delmas,35.0,Crimes,Atteintes a la surete publique,2020-10-03
Alexandrie Delmas,35.0,Crimes,Homicides volontaires,2016-06-06
Alexandrie Delmas,35.0,Contraventions,Atteintes aux moeurs,2016-04-08
Alexandrie Delmas,35.0,Contraventions,Atteintes à la sûreté publique,2021-04-14
Alexandrie Delmas,35.0,Crimes,Atteintes a la surete publique,2018-05-15
Alexandrie Delmas,35.0,Crimes,Coups et violences volontaires,2009-10-01
Isaac Hoarau,88.0,Crimes,Atteintes a la surete publique,1960-02-23
Isaac Hoarau,88.0,Contraventions,Blessures involontaires,1985-06-01
Isaac Hoarau,88.0,Délits,Atteintes aux moeurs,1961-03-30
Alfred Chrétien,43.0,Délits,Atteintes aux moeurs,2009-10-01
Alfred Chrétien,43.0,Crimes,Coups et violences volontaires,2009-05-13
Alfred Chrétien,43.0,Crimes,Atteintes a la surete publique,2011-06-27
Aurore Caron,89.0,Contraventions,Blessures involontaires,1974-10-31
Margot de Lebon,38.0,Délits,Atteintes à la famille,2012-05-02
Margot de Lebon,38.0,Crimes,"Vols, recels, destructions",2020-08-09
Margot de Lebon,38.0,Crimes,"Vols, recels, destructions",2016-11-06
Margot de Lebon,38.0,Crimes,Coups et violences volontaires,2020-07-02
Margot de Lebon,38.0,Contraventions,Atteintes à la sûreté publique,2015-08-19
Margot de Lebon,38.0,Délits,Atteintes aux finances publiques,2009-12-09
Margot de Lebon,38.0,Contraventions,Atteintes à la sûreté publique,2006-12-15
Margot de Lebon,38.0,Crimes,Coups et violences volontaires,2006-05-31
Michèle-Christine Fischer,39.0,Crimes,Atteintes a la surete publique,2013-08-14
Michèle-Christine Fischer,39.0,Crimes,"Vols, recels, destructions",2019-10-08
Michèle-Christine Fischer,39.0,Crimes,"Vols, recels, destructions",2011-03-29
Christophe Boyer,43.0,Contraventions,Atteintes à l'environnement,2003-08-01
Christophe Boyer,43.0,Contraventions,Atteintes à la santé,2012-12-05
Christophe Boyer,43.0,Contraventions,Ordre administratif et judiciaire,1999-12-04
Christophe Boyer,43.0,Crimes,Atteintes a la surete publique,2002-01-29
Christophe Boyer,43.0,Contraventions,Infractions en matière de transport,2020-06-26
Christophe Boyer,43.0,Crimes,Coups et violences volontaires,2008-11-19
Christophe Boyer,43.0,Crimes,"Vols, recels, destructions",2014-01-19
Christophe Boyer,43.0,Délits,Vols - recels,2002-05-07
Christophe Boyer,43.0,Délits,"Législation sur la concurrence, les prix",2021-08-12
Nathalie Lecoq du Olivier,90.0,Délits,Atteintes à la famille,1977-01-15
Anne Chartier,55.0,Contraventions,Ordre administratif et judiciaire,1988-04-28
Anne Chartier,55.0,Délits,Atteintes aux finances publiques,2011-07-14
Anne Chartier,55.0,Crimes,Coups et violences volontaires,1993-04-01
Victoire Salmon,50.0,Délits,Chèques,1996-12-19
Victoire Salmon,50.0,Crimes,Atteintes a la surete publique,2005-06-13
Victoire Salmon,50.0,Contraventions,Atteintes aux moeurs,1992-05-02
Victoire Salmon,50.0,Crimes,"Vols, recels, destructions",2021-08-08
Martine Ledoux,58.0,Délits,Circulation routière,1984-08-10
Martine Ledoux,58.0,Délits,Coups et violences volontaires,1989-06-01
Martine Ledoux,58.0,Contraventions,Coups et violences volontaires,2003-11-09
Martine Ledoux,58.0,Délits,Transport,1985-08-20
Astrid Gay de la Brunet,33.0,Délits,Vols - recels,2013-09-03
Astrid Gay de la Brunet,33.0,Contraventions,Atteintes à la santé,2014-09-15
Astrid Gay de la Brunet,33.0,Délits,Infractions sur les stupéfiants,2018-02-02
Astrid Gay de la Brunet,33.0,Crimes,"Vols, recels, destructions",2011-05-17
Astrid Gay de la Brunet,33.0,Délits,Transport,2014-05-20
Astrid Gay de la Brunet,33.0,Contraventions,Coups et violences volontaires,2022-07-22
Eugène Poulain,35.0,Crimes,Homicides volontaires,2020-05-17
Eugène Poulain,35.0,Crimes,Atteintes a la surete publique,2010-06-10
Eugène Poulain,35.0,Crimes,Coups et violences volontaires,2007-12-23
Eugène Poulain,35.0,Délits,Infractions sur les stupéfiants,2014-06-26
Eugène Poulain,35.0,Délits,Blessures involontaires,2021-08-15
Eugène Poulain,35.0,Délits,Faux en écriture publique ou privée,2014-07-08
Eugène Poulain,35.0,Contraventions,Atteintes à la sûreté publique,2017-08-22
Eugène Poulain,35.0,Délits,Atteintes à la famille,2017-05-24
Marc Gilbert,48.0,Contraventions,Atteintes à la santé,2017-06-07
Marc Gilbert,48.0,Crimes,Homicides volontaires,2009-06-09
Marc Gilbert,48.0,Contraventions,Atteintes aux biens,2007-06-09
Élise Vincent,54.0,Crimes,"Vols, recels, destructions",1995-05-19
Marine Poulain,41.0,Délits,Coups et violences volontaires,2012-03-17
Marine Poulain,41.0,Délits,Autres infractions à la santé publique,2009-11-20
Marine Poulain,41.0,Contraventions,Autres atteintes aux personnes,2009-05-08
Jacques-Luc Lesage,82.0,Crimes,Atteintes a la surete publique,1993-01-21
Jacques-Luc Lesage,82.0,Délits,"Législation sur la concurrence, les prix",1973-09-03
Richard Regnier,67.0,Délits,Travail et sécurité sociale,2003-10-01
Richard Regnier,67.0,Crimes,Homicides volontaires,1992-12-21
Richard Regnier,67.0,Délits,Police des étrangers - nomades,1992-10-15
Richard Regnier,67.0,Délits,Destructions - dégradations,2001-10-17
Richard Regnier,67.0,Délits,Législation sur les sociétés,1992-10-04
Alexandria Raymond,32.0,Crimes,Homicides volontaires,2019-05-16
Alexandria Raymond,32.0,Contraventions,Atteintes à l'environnement,2012-06-18
Alexandria Raymond,32.0,Contraventions,Circulation routière,2010-10-01
Alexandria Raymond,32.0,Crimes,Homicides volontaires,2011-03-18
Alexandria Raymond,32.0,Contraventions,Circulation routière,2016-11-28
Alexandria Raymond,32.0,Délits,Infractions militaires,2021-04-06
Margaret-Diane Lambert,40.0,Crimes,"Vols, recels, destructions",2011-06-09
Margaret-Diane Lambert,40.0,Délits,Destructions - dégradations,2014-01-12
Margaret-Diane Lambert,40.0,Contraventions,Atteintes à l'environnement,2001-04-13
Margaret-Diane Lambert,40.0,Contraventions,Blessures involontaires,2014-01-23
Margaret-Diane Lambert,40.0,Contraventions,Blessures involontaires,2013-06-02
Margaret-Diane Lambert,40.0,Crimes,"Vols, recels, destructions",2003-06-01
Margaret-Diane Lambert,40.0,Crimes,Coups et violences volontaires,2005-09-11
Margaret-Diane Lambert,40.0,Délits,Infractions militaires,2020-10-01
Margaret-Diane Lambert,40.0,Délits,Coups et violences volontaires,2019-01-17
Benoît-Stéphane Andre,42.0,Délits,Atteintes à la famille,2008-09-14
Benoît-Stéphane Andre,42.0,Contraventions,Atteintes aux biens,2008-01-10
Benoît-Stéphane Andre,42.0,Crimes,"Vols, recels, destructions",2001-01-06
Alix Rossi-Laroche,87.0,Délits,Atteintes aux finances publiques,1967-04-19
Alix Rossi-Laroche,87.0,Délits,Transport,1975-05-07
Geneviève Grondin,42.0,Crimes,Atteintes a la surete publique,2016-01-07
Geneviève Grondin,42.0,Crimes,Coups et violences volontaires,2022-08-31
Victor-Tristan Léger,26.0,Contraventions,Circulation routière,2017-09-21
Victor-Tristan Léger,26.0,Délits,Homicides involontaires,2016-02-08
Victor-Tristan Léger,26.0,Délits,"Législation sur la concurrence, les prix",2015-11-14
Victor-Tristan Léger,26.0,Délits,Fraudes et contrefaçons,2017-01-22
Victor-Tristan Léger,26.0,Contraventions,Atteintes à l'environnement,2016-11-27
Victor-Tristan Léger,26.0,Délits,Faux en écriture publique ou privée,2018-09-12
Victor-Tristan Léger,26.0,Crimes,Homicides volontaires,2022-01-26
Frédéric Hamon,36.0,Délits,Homicides involontaires,2020-04-17
Frédéric Hamon,36.0,Délits,Destructions - dégradations,2022-11-02
Frédéric Hamon,36.0,Délits,Atteintes à l'environnement,2017-01-05
Frédéric Hamon,36.0,Contraventions,Ordre administratif et judiciaire,2007-06-18
Frédéric Hamon,36.0,Contraventions,Atteintes à l'environnement,2021-01-13
Frédéric Hamon,36.0,Délits,"Législation sur la concurrence, les prix",2005-07-09
Frédéric Hamon,36.0,Contraventions,Atteintes à la santé,2010-06-15
Frédéric Hamon,36.0,Crimes,Coups et violences volontaires,2019-01-01
Matthieu Thibault de la Didier,68.0,Contraventions,Autres atteintes aux personnes,1977-09-18
Matthieu Thibault de la Didier,68.0,Crimes,"Vols, recels, destructions",2013-03-11
Matthieu Thibault de la Didier,68.0,Délits,Escroqueries - abus de confiance,2020-05-02
Philippe Deschamps,72.0,Contraventions,Circulation routière,2014-03-23
François Gérard,63.0,Contraventions,Infractions en matière de transport,1978-05-31
Élisabeth du Denis,38.0,Délits,Transport,2003-07-21
Élisabeth du Denis,38.0,Contraventions,Atteintes aux biens,2019-12-30
Louis Pichon,88.0,Contraventions,Atteintes à l'ordre économique,1980-08-12
Louis Pichon,88.0,Crimes,Atteintes a la surete publique,1973-07-15
Matthieu Aubry-Rossi,86.0,Délits,Atteintes à la famille,2010-01-08
Matthieu Aubry-Rossi,86.0,Contraventions,Travail et sécurité sociale,1991-05-11
Matthieu Aubry-Rossi,86.0,Contraventions,Autres atteintes aux personnes,1992-08-02
Jacques-Antoine Gros,32.0,Crimes,Coups et violences volontaires,2013-06-26
Jacques-Antoine Gros,32.0,Crimes,Homicides volontaires,2015-01-22
Jacques-Antoine Gros,32.0,Délits,Police des étrangers - nomades,2012-05-15
Jacques-Antoine Gros,32.0,Délits,Atteintes à l'environnement,2016-09-14
Jacques-Antoine Gros,32.0,Délits,Commerce et transport d'armes,2017-04-28
Jacques-Antoine Gros,32.0,Crimes,Atteintes a la surete publique,2015-12-25
Jacques-Antoine Gros,32.0,Contraventions,Blessures involontaires,2020-06-05
Jacques-Antoine Gros,32.0,Crimes,Atteintes a la surete publique,2011-12-22
René Da Costa,49.0,Contraventions,Circulation routière,1993-05-01
René Da Costa,49.0,Délits,Travail et sécurité sociale,2004-07-14
René Da Costa,49.0,Crimes,Atteintes a la surete publique,1998-11-09
Nathalie Peron,49.0,Crimes,"Vols, recels, destructions",1992-09-14
Nathalie Peron,49.0,Crimes,Atteintes a la surete publique,2005-07-10
Nathalie Peron,49.0,Contraventions,Ordre administratif et judiciaire,2012-07-15
Nathalie Peron,49.0,Contraventions,Ordre administratif et judiciaire,2016-11-20
Nathalie Peron,49.0,Délits,"Législation sur la concurrence, les prix",1993-10-12
Nathalie Peron,49.0,Délits,Vols - recels,1992-11-23
Nathalie Peron,49.0,Crimes,Coups et violences volontaires,2003-03-15
Joséphine Weber du Bonnin,91.0,Contraventions,Infractions en matière de transport,1954-03-13
Joséphine Weber du Bonnin,91.0,Crimes,"Vols, recels, destructions",2015-07-18
Joséphine Weber du Bonnin,91.0,Crimes,Atteintes a la surete publique,2011-11-27
Margaux Rey,34.0,Crimes,Atteintes a la surete publique,2017-03-18
Margaux Rey,34.0,Délits,Police des étrangers - nomades,2014-07-03
Margaux Rey,34.0,Crimes,"Vols, recels, destructions",2012-01-01
Margaux Rey,34.0,Délits,Destructions - dégradations,2021-04-15
Margaux Rey,34.0,Crimes,Coups et violences volontaires,2007-06-01
Margaux Rey,34.0,Délits,Autres infractions à la santé publique,2017-01-22
Margaux Rey,34.0,Contraventions,Travail et sécurité sociale,2008-07-02
Denise Barbe,86.0,Crimes,"Vols, recels, destructions",1991-12-14
Laure Philippe,35.0,Délits,Commerce et transport d'armes,2011-07-08
Laure Philippe,35.0,Délits,Vols - recels,2021-07-06
Laure Philippe,35.0,Contraventions,Atteintes à l'environnement,2015-10-02
Laure Philippe,35.0,Contraventions,Atteintes à l'ordre économique,2022-04-25
Laure Philippe,35.0,Contraventions,Atteintes aux biens,2010-10-26
Zoé Renaud de Boutin,32.0,Crimes,"Vols, recels, destructions",2016-03-02
Hortense Lebreton de Grenier,57.0,Contraventions,Autres atteintes aux personnes,1995-04-09
Hortense Lebreton de Grenier,57.0,Crimes,Homicides volontaires,1998-04-30
Hortense Lebreton de Grenier,57.0,Délits,Transport,2000-08-25
Hortense Lebreton de Grenier,57.0,Crimes,"Vols, recels, destructions",1999-11-29
Hortense Lebreton de Grenier,57.0,Délits,Atteintes à l'environnement,2006-07-29
Hortense Lebreton de Grenier,57.0,Contraventions,Atteintes aux moeurs,1991-12-02
Hortense Lebreton de Grenier,57.0,Délits,Autres infractions à la santé publique,2004-08-09
Hortense Lebreton de Grenier,57.0,Crimes,Homicides volontaires,2006-04-28
Laurent Bonnin de la Durand,91.0,Délits,Infractions militaires,1984-09-15
Juliette Evrard Le Giraud,23.0,Contraventions,Atteintes à la sûreté publique,2020-12-04
Juliette Evrard Le Giraud,23.0,Contraventions,Blessures involontaires,2018-08-15
Juliette Evrard Le Giraud,23.0,Crimes,Homicides volontaires,2019-09-11
Juliette Evrard Le Giraud,23.0,Crimes,Coups et violences volontaires,2019-09-15
Juliette Evrard Le Giraud,23.0,Crimes,Homicides volontaires,2018-01-18
Gabriel Humbert,79.0,Contraventions,Atteintes à la sûreté publique,1992-11-04
Gabriel Humbert,79.0,Contraventions,Coups et violences volontaires,1994-10-24
Louis Collet-Bouvet,28.0,Contraventions,Coups et violences volontaires,2021-03-23
Louis Collet-Bouvet,28.0,Délits,Chèques,2020-08-23
Raymond Parent du Blanchard,82.0,Contraventions,Atteintes à la santé,1961-07-08
Raymond Parent du Blanchard,82.0,Délits,Législation sur les sociétés,2009-08-05
Raymond Parent du Blanchard,82.0,Délits,Blessures involontaires,2015-04-11
Luce Letellier,58.0,Contraventions,Coups et violences volontaires,1983-01-12
Luce Letellier,58.0,Crimes,Homicides volontaires,2008-11-11
Luce Letellier,58.0,Délits,Faux en écriture publique ou privée,1998-03-22
Philippine-Édith Weiss,84.0,Crimes,Atteintes a la surete publique,1962-05-15
Philippine-Édith Weiss,84.0,Crimes,Homicides volontaires,1991-12-22
Joséphine-Véronique Labbé,91.0,Délits,Infractions sur les stupéfiants,1953-06-03
Marie Picard,21.0,Délits,Infractions sur les stupéfiants,2021-12-08
Marie Picard,21.0,Contraventions,Travail et sécurité sociale,2021-05-22
Marie Picard,21.0,Crimes,Homicides volontaires,2022-09-28
Marie Picard,21.0,Contraventions,Atteintes à l'environnement,2020-02-21
Marie Picard,21.0,Délits,Législation sur les sociétés,2020-05-09
Cécile Dupré,78.0,Délits,Infractions militaires,2018-05-18
Étienne Jourdan,90.0,Contraventions,Atteintes à l'ordre économique,1965-11-18
Paulette Garnier,37.0,Contraventions,Atteintes à l'ordre économique,2018-09-26
Paulette Garnier,37.0,Délits,Blessures involontaires,2020-07-18
Paulette Garnier,37.0,Crimes,Homicides volontaires,2022-03-05
Paulette Garnier,37.0,Crimes,Atteintes a la surete publique,2012-07-12
Paulette Garnier,37.0,Crimes,Atteintes a la surete publique,2008-10-26
Paulette Garnier,37.0,Crimes,Homicides volontaires,2022-07-14
Paulette Garnier,37.0,Contraventions,Coups et violences volontaires,2019-09-13
Léon Paris,38.0,Délits,Police des étrangers - nomades,2019-07-28
Léon Paris,38.0,Crimes,Atteintes a la surete publique,2007-08-08
Léon Paris,38.0,Délits,Législation sur les sociétés,2003-06-15
Constance Laine,36.0,Délits,Ordre administratif et judiciaire,2016-03-17
Constance Laine,36.0,Crimes,Coups et violences volontaires,2018-11-10
Constance Laine,36.0,Délits,Faux en écriture publique ou privée,2016-03-11
Constance Laine,36.0,Contraventions,Atteintes aux moeurs,2005-11-11
Constance Laine,36.0,Crimes,Atteintes a la surete publique,2015-06-07
Constance Laine,36.0,Délits,Travail et sécurité sociale,2012-09-05
Bernard Guilbert,42.0,Contraventions,Autres atteintes aux personnes,2004-05-20
Bernard Guilbert,42.0,Crimes,Atteintes a la surete publique,2009-05-31
Bernard Guilbert,42.0,Délits,Travail et sécurité sociale,2011-05-20
Bernard Guilbert,42.0,Délits,Chèques,2020-09-17
Bernard Guilbert,42.0,Contraventions,Atteintes à l'environnement,2002-12-04
Bernard Guilbert,42.0,Contraventions,Ordre administratif et judiciaire,2020-07-27
Hugues Le Gall-Guyot,91.0,Crimes,Homicides volontaires,2006-05-07
Hugues Le Gall-Guyot,91.0,Délits,Autres atteintes à la sûreté publique,1952-07-17
Hugues Le Gall-Guyot,91.0,Crimes,Atteintes a la surete publique,1959-06-25
Geneviève Daniel,69.0,Délits,Travail et sécurité sociale,1991-06-17
Geneviève Daniel,69.0,Délits,Faux en écriture publique ou privée,1985-12-15
Geneviève Daniel,69.0,Crimes,Coups et violences volontaires,2003-03-06
Geneviève Daniel,69.0,Contraventions,Autres atteintes aux personnes,1981-06-01
Geneviève Daniel,69.0,Crimes,Homicides volontaires,1987-08-26
Geneviève Daniel,69.0,Crimes,Coups et violences volontaires,1974-10-05
Benoît Mercier,84.0,Crimes,Homicides volontaires,1987-09-30
Benoît Mercier,84.0,Contraventions,Atteintes à l'environnement,1993-09-21
Benoît Mercier,84.0,Crimes,"Vols, recels, destructions",1999-03-09
Thibault Gosselin,42.0,Contraventions,Ordre administratif et judiciaire,2007-08-03
Thibault Gosselin,42.0,Crimes,"Vols, recels, destructions",2021-07-07
Thibault Gosselin,42.0,Crimes,"Vols, recels, destructions",2017-09-11
Thibault Gosselin,42.0,Contraventions,Atteintes aux biens,2010-12-28
Alphonse Leclercq-Rousseau,22.0,Délits,Infractions militaires,2021-08-30
Margaud Pires,57.0,Crimes,Coups et violences volontaires,2021-10-26
Margaud Pires,57.0,Crimes,Coups et violences volontaires,2011-06-21
Margaud Pires,57.0,Contraventions,Blessures involontaires,2016-03-29
Margaud Pires,57.0,Contraventions,Atteintes à l'ordre économique,1993-08-07
Margaud Pires,57.0,Crimes,"Vols, recels, destructions",1984-11-25
Margaud Pires,57.0,Délits,Commerce et transport d'armes,1986-09-19
Margaud Pires,57.0,Crimes,Atteintes a la surete publique,1987-12-02
Margaud Pires,57.0,Contraventions,Infractions en matière de transport,2000-07-21
Margot Bonnet,62.0,Crimes,Atteintes a la surete publique,1979-09-07
Margot Bonnet,62.0,Crimes,Atteintes a la surete publique,1987-05-13
Margot Bonnet,62.0,Contraventions,Atteintes à la sûreté publique,1989-07-16
Margot Bonnet,62.0,Crimes,Atteintes a la surete publique,2008-04-09
Margot Bonnet,62.0,Crimes,Coups et violences volontaires,2011-11-02
Margot Bonnet,62.0,Contraventions,Atteintes à l'environnement,1984-07-20
Margot Bonnet,62.0,Crimes,Homicides volontaires,1980-10-30
Gabriel Pichon,84.0,Délits,Chèques,1977-01-07
Gabriel Pichon,84.0,Crimes,Coups et violences volontaires,2009-01-28
Inès Toussaint,33.0,Crimes,Coups et violences volontaires,2018-03-02
Inès Toussaint,33.0,Contraventions,Atteintes à la sûreté publique,2018-09-03
Inès Toussaint,33.0,Contraventions,Atteintes à la santé,2009-05-09
Audrey Louis,52.0,Délits,Atteintes à l'environnement,2009-03-23
Audrey Louis,52.0,Délits,Travail et sécurité sociale,2022-08-27
Audrey Louis,52.0,Contraventions,Autres atteintes aux personnes,1995-01-23
Audrey Louis,52.0,Crimes,Coups et violences volontaires,2000-01-11
Marie Le Henry,30.0,Contraventions,Travail et sécurité sociale,2021-12-26
Marie Le Henry,30.0,Délits,Transport,2018-11-18
Marie Le Henry,30.0,Délits,"Législation sur la concurrence, les prix",2012-01-24
Marie Le Henry,30.0,Contraventions,Coups et violences volontaires,2014-12-14
Christine-Constance Gauthier,22.0,Contraventions,Coups et violences volontaires,2020-07-08
Clémence de la Marchand,23.0,Crimes,Homicides volontaires,2020-11-29
Clémence de la Marchand,23.0,Contraventions,Travail et sécurité sociale,2018-01-11
Zoé Paris-Lacroix,82.0,Délits,Faux en écriture publique ou privée,1991-05-20
Martine Wagner de la Bègue,63.0,Contraventions,Blessures involontaires,2003-07-03
Martine Wagner de la Bègue,63.0,Contraventions,Autres atteintes aux personnes,1978-10-22
Martine Wagner de la Bègue,63.0,Contraventions,Atteintes à l'environnement,2011-03-19
Martine Wagner de la Bègue,63.0,Contraventions,Infractions en matière de transport,2009-01-31
Martine Wagner de la Bègue,63.0,Délits,Infractions militaires,1998-08-10
Martine Wagner de la Bègue,63.0,Contraventions,Autres atteintes aux personnes,2008-02-18
Dominique Laporte,39.0,Délits,Atteintes à l'environnement,2010-07-24
Dominique Laporte,39.0,Délits,Blessures involontaires,2010-08-14
Dominique Laporte,39.0,Crimes,Atteintes a la surete publique,2020-02-22
Dominique Laporte,39.0,Contraventions,Blessures involontaires,2017-10-06
Dominique Laporte,39.0,Crimes,Homicides volontaires,2020-10-04
Dominique Laporte,39.0,Crimes,Homicides volontaires,2006-05-06
Dominique Laporte,39.0,Crimes,Coups et violences volontaires,2013-07-21
Dominique Laporte,39.0,Crimes,Coups et violences volontaires,2003-05-10
Dominique Laporte,39.0,Contraventions,Atteintes à l'ordre économique,2006-12-22
Christelle de la Humbert,87.0,Crimes,Coups et violences volontaires,2002-10-14
Christelle de la Humbert,87.0,Délits,Homicides involontaires,1994-01-24
Christelle de la Humbert,87.0,Contraventions,Atteintes à l'environnement,1958-12-12
Martin Vidal,59.0,Contraventions,Atteintes à la santé,2009-06-30
Martin Vidal,59.0,Contraventions,Atteintes à la santé,2009-03-12
Martin Vidal,59.0,Crimes,"Vols, recels, destructions",2010-11-15
Martin Vidal,59.0,Délits,Ordre administratif et judiciaire,1988-11-16
Martin Vidal,59.0,Crimes,Coups et violences volontaires,2002-01-29
Alex-Danielle Gallet,23.0,Contraventions,Circulation routière,2018-05-01
Alex-Danielle Gallet,23.0,Contraventions,Infractions en matière de transport,2022-10-16
Alex-Danielle Gallet,23.0,Délits,Législation sur les sociétés,2020-10-13
Alex-Danielle Gallet,23.0,Contraventions,Infractions en matière de transport,2018-11-30
Aurore Guyon,24.0,Délits,Faux en écriture publique ou privée,2022-05-30
Aurore Guyon,24.0,Délits,Atteintes aux moeurs,2019-06-26
Aurore Guyon,24.0,Contraventions,Atteintes à la sûreté publique,2022-04-23
Aurore Guyon,24.0,Contraventions,Atteintes à la santé,2018-11-08
Emmanuel Thibault,28.0,Délits,Atteintes à la famille,2015-08-12
Emmanuel Thibault,28.0,Crimes,Atteintes a la surete publique,2020-04-09
Roland Perret du Pineau,51.0,Contraventions,Travail et sécurité sociale,2004-12-21
Roland Perret du Pineau,51.0,Contraventions,Atteintes à la santé,2019-06-12
Roland Perret du Pineau,51.0,Contraventions,Atteintes aux biens,2013-09-06
Roland Perret du Pineau,51.0,Contraventions,Blessures involontaires,2000-07-14
Roland Perret du Pineau,51.0,Délits,Escroqueries - abus de confiance,1994-10-13
Éric Weber,60.0,Contraventions,Blessures involontaires,2021-06-18
Éric Weber,60.0,Crimes,"Vols, recels, destructions",1999-05-17
Éric Weber,60.0,Contraventions,Ordre administratif et judiciaire,1981-12-16
Éric Weber,60.0,Crimes,Homicides volontaires,2015-05-19
Margaux Colas,44.0,Contraventions,Atteintes aux moeurs,2000-09-06
Margaux Colas,44.0,Crimes,Homicides volontaires,2009-08-29
Margaux Colas,44.0,Crimes,Homicides volontaires,2011-11-05
Margaux Colas,44.0,Crimes,Coups et violences volontaires,2016-02-25
Margaux Colas,44.0,Crimes,Atteintes a la surete publique,2021-06-24
Margaux Colas,44.0,Crimes,Atteintes a la surete publique,2022-07-19
Margaux Colas,44.0,Contraventions,Atteintes aux moeurs,2011-08-03
Margaux Colas,44.0,Crimes,Homicides volontaires,2020-10-31
Margaux Colas,44.0,Délits,Vols - recels,2009-04-20
Georges Faivre,31.0,Crimes,Homicides volontaires,2021-08-17
Georges Faivre,31.0,Crimes,Homicides volontaires,2010-06-22
Georges Faivre,31.0,Crimes,Atteintes a la surete publique,2013-06-17
Georges Faivre,31.0,Délits,Autres atteintes à la sûreté publique,2010-09-03
Georges Faivre,31.0,Contraventions,Atteintes à l'ordre économique,2016-06-22
Georges Faivre,31.0,Contraventions,Ordre administratif et judiciaire,2019-09-18
Georges Faivre,31.0,Contraventions,Blessures involontaires,2014-03-14
Xavier Dufour,73.0,Contraventions,Blessures involontaires,2008-08-07
Xavier Dufour,73.0,Contraventions,Infractions en matière de transport,2005-07-10
Xavier Dufour,73.0,Crimes,Atteintes a la surete publique,1982-05-26
Thierry Klein,51.0,Contraventions,Infractions en matière de transport,2021-01-11
Thierry Klein,51.0,Crimes,Coups et violences volontaires,2020-12-17
Jacqueline Thierry-Lamy,33.0,Crimes,Homicides volontaires,2020-05-24
Jacqueline Thierry-Lamy,33.0,Contraventions,Ordre administratif et judiciaire,2021-09-10
Jacqueline Thierry-Lamy,33.0,Délits,Circulation routière,2015-01-21
Jacqueline Thierry-Lamy,33.0,Contraventions,Atteintes aux moeurs,2020-09-21
Jacqueline Thierry-Lamy,33.0,Délits,Vols - recels,2016-03-24
Jacqueline Thierry-Lamy,33.0,Délits,Autres infractions à la santé publique,2009-06-28
Jacqueline Thierry-Lamy,33.0,Délits,Atteintes à l'environnement,2021-12-20
Jacqueline Thierry-Lamy,33.0,Contraventions,Circulation routière,2012-08-31
