Dates,Noms,Déplacements,Documents,Numéro_du_document,Frontières,Destinations
2019-07-09,Paul-Alain Martel,Sortie,Passeport,19768581,Togo,Togo
2019-07-09,Michel Ruiz-Delattre,Entrée,Passeport,78898403,Niger,Bénin
2019-07-09,Manon Martins du Monnier,Entrée,Carte nationale dIdentité,72887764,Burikina-Faso,Bénin
2019-07-10,Margaud Cohen,Sortie,Passeport,34506650,Burikina-Faso,Burikina-Faso
2019-07-10,Jacques Colas,Sortie,Carte nationale dIdentité,41478413,Aéroport de Cotonou,Cook (Îles)
2019-07-10,Virginie Le Bousquet,Sortie,Carte nationale dIdentité,12233868,Niger,Niger
2019-07-10,Jules Guillot,Entrée,Carte nationale dIdentité,31187198,Aéroport de Cotonou,Bénin
2019-07-10,Vincent du Chartier,Entrée,Carte nationale dIdentité,2899640,Burikina-Faso,Bénin
2019-07-10,Patrick Gaillard,Sortie,Carte nationale dIdentité,9015862,Togo,Togo
2019-07-10,Stéphane Hardy,Entrée,Carte nationale dIdentité,56174053,Burikina-Faso,Bénin
2019-07-10,Margaret-Brigitte Gosselin,Entrée,Passeport,77805595,Aéroport de Cotonou,Bénin
2019-07-10,Hortense Huet de la Renaud,Entrée,Carte nationale dIdentité,48724020,Niger,Bénin
2019-07-10,William Samson,Sortie,Carte nationale dIdentité,38337702,Aéroport de Cotonou,Montserrat
2019-07-11,Élisabeth Dias,Sortie,Passeport,53303305,Aéroport de Cotonou,Brunei
2019-07-11,Anne Ferreira,Sortie,Passeport,87231314,Burikina-Faso,Burikina-Faso
2019-07-11,Paul-Noël Bousquet,Entrée,Passeport,26934822,Burikina-Faso,Bénin
2019-07-11,Louis Coulon,Entrée,Passeport,54824273,Aéroport de Cotonou,Bénin
2019-07-11,Brigitte Coste,Sortie,Passeport,12416039,Nigéria,Nigéria
2019-07-11,Agnès Bouvier-Royer,Entrée,Passeport,83166742,Burikina-Faso,Bénin
2019-07-11,Vincent du Chartier,Sortie,Passeport,79366260,Burikina-Faso,Burikina-Faso
2019-07-11,Agathe-Nicole Texier,Entrée,Carte nationale dIdentité,41481706,Togo,Bénin
2019-07-11,Éric Boulay-Michel,Sortie,Passeport,68774555,Nigéria,Nigéria
2019-07-11,André Maurice,Sortie,Passeport,59024029,Burikina-Faso,Burikina-Faso
2019-07-11,Catherine-Michelle Mendès,Entrée,Passeport,77943742,Burikina-Faso,Bénin
2019-07-11,Éléonore du Perez,Entrée,Passeport,89436077,Niger,Bénin
2019-07-11,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Nigéria,Nigéria
2019-07-12,Pénélope Olivier,Entrée,Passeport,63133313,Nigéria,Bénin
2019-07-12,Gabrielle Mendès,Entrée,Passeport,98233383,Aéroport de Cotonou,Bénin
2019-07-12,Raymond Carlier,Sortie,Passeport,99860416,Niger,Niger
2019-07-12,Éric Boulay-Michel,Sortie,Passeport,68774555,Togo,Togo
2019-07-12,Anne Ferreira,Sortie,Passeport,87231314,Burikina-Faso,Burikina-Faso
2019-07-12,Marc De Oliveira,Entrée,Carte nationale dIdentité,53790859,Aéroport de Cotonou,Bénin
2019-07-13,Bernard Le Gall,Sortie,Passeport,34750700,Niger,Niger
2019-07-13,Olivier Le Sanchez,Sortie,Carte nationale dIdentité,16942323,Niger,Niger
2019-07-13,Margaret Caron,Entrée,Passeport,41100980,Niger,Bénin
2019-07-13,Denise Peltier,Sortie,Carte nationale dIdentité,20318871,Togo,Togo
2019-07-13,Catherine-Michelle Mendès,Sortie,Passeport,77943742,Nigéria,Nigéria
2019-07-14,Andrée Guillaume,Sortie,Carte nationale dIdentité,1093573,Nigéria,Nigéria
2019-07-14,Andrée Guillaume,Entrée,Carte nationale dIdentité,1093573,Burikina-Faso,Bénin
2019-07-14,Laetitia Mallet,Entrée,Passeport,59267238,Niger,Bénin
2019-07-15,Jacques David,Entrée,Passeport,85329681,Aéroport de Cotonou,Bénin
2019-07-15,Pénélope Olivier,Sortie,Carte nationale dIdentité,10367105,Niger,Niger
2019-07-15,Olivie-Anaïs Fouquet,Entrée,Carte nationale dIdentité,94777079,Aéroport de Cotonou,Bénin
2019-07-15,Geneviève Morvan,Entrée,Passeport,72803998,Togo,Bénin
2019-07-16,Stéphane Hardy,Entrée,Passeport,19236326,Aéroport de Cotonou,Bénin
2019-07-16,Geneviève Morvan,Sortie,Passeport,72803998,Burikina-Faso,Burikina-Faso
2019-07-17,Gérard de Aubry,Sortie,Passeport,32344941,Niger,Niger
2019-07-17,Éric Boulay-Michel,Sortie,Carte nationale dIdentité,56983425,Burikina-Faso,Burikina-Faso
2019-07-18,Cécile Dufour,Sortie,Passeport,94364673,Niger,Niger
2019-07-18,Agnès Bouvier-Royer,Sortie,Passeport,83166742,Nigéria,Nigéria
2019-07-18,Marc Georges,Entrée,Passeport,13477321,Niger,Bénin
2019-07-19,Margaud-Anaïs Ferreira,Entrée,Passeport,85048912,Nigéria,Bénin
2019-07-19,Célina Hoarau,Sortie,Carte nationale dIdentité,75249215,Niger,Niger
2019-07-19,Constance Delaunay,Entrée,Carte nationale dIdentité,78037228,Nigéria,Bénin
2019-07-19,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Nigéria,Nigéria
2019-07-19,Andrée Guillaume,Sortie,Passeport,88971789,Burikina-Faso,Burikina-Faso
2019-07-19,Paul Bonneau,Sortie,Passeport,70441327,Burikina-Faso,Burikina-Faso
2019-07-20,Maurice de Chartier,Entrée,Passeport,25103184,Burikina-Faso,Bénin
2019-07-20,André Maurice,Entrée,Carte nationale dIdentité,93773055,Niger,Bénin
2019-07-21,Manon Bouchet,Entrée,Passeport,33383058,Burikina-Faso,Bénin
2019-07-21,Thibaut Peltier Le Guilbert,Entrée,Passeport,59807690,Togo,Bénin
2019-07-21,Stéphanie Le Gall,Entrée,Carte nationale dIdentité,40594121,Burikina-Faso,Bénin
2019-07-21,Zoé-Christiane Gonzalez,Entrée,Passeport,43849429,Nigéria,Bénin
2019-07-22,André Maurice,Entrée,Passeport,59024029,Niger,Bénin
2019-07-22,Alice Michaud de Da Costa,Entrée,Carte nationale dIdentité,58028367,Niger,Bénin
2019-07-22,Maryse Faure,Sortie,Carte nationale dIdentité,33812094,Burikina-Faso,Burikina-Faso
2019-07-22,Noël Fleury,Entrée,Passeport,93654184,Nigéria,Bénin
2019-07-22,Amélie Dos Santos,Sortie,Passeport,26828750,Nigéria,Nigéria
2019-07-22,Jérôme Marques-Lemaire,Sortie,Passeport,3981993,Nigéria,Nigéria
2019-07-22,Catherine-Michelle Mendès,Entrée,Carte nationale dIdentité,44931391,Niger,Bénin
2019-07-22,Gérard de Aubry,Entrée,Passeport,32344941,Togo,Bénin
2019-07-23,Nicolas Bailly,Sortie,Carte nationale dIdentité,40620593,Togo,Togo
2019-07-23,Amélie-Aimée Michel,Entrée,Carte nationale dIdentité,56302175,Togo,Bénin
2019-07-24,Astrid Baudry,Entrée,Carte nationale dIdentité,28785686,Niger,Bénin
2019-07-24,Lucy-Brigitte Turpin,Sortie,Passeport,10057478,Nigéria,Nigéria
2019-07-24,Gabrielle Mendès,Entrée,Carte nationale dIdentité,22339890,Aéroport de Cotonou,Bénin
2019-07-24,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Aéroport de Cotonou,Islande
2019-07-24,Éric Boulay-Michel,Sortie,Carte nationale dIdentité,56983425,Aéroport de Cotonou,Danemark
2019-07-25,Léon-Bertrand Le Roux,Entrée,Carte nationale dIdentité,93930924,Niger,Bénin
2019-07-25,Olivier Robert,Sortie,Carte nationale dIdentité,6903113,Aéroport de Cotonou,Mariannes du Nord (Îles)
2019-07-25,Amélie Labbé-Marion,Entrée,Passeport,3877764,Aéroport de Cotonou,Bénin
2019-07-25,Luc Baron,Sortie,Passeport,83688202,Niger,Niger
2019-07-25,Vincent Rodrigues,Sortie,Passeport,32865985,Aéroport de Cotonou,Estonie
2019-07-25,Alexandria Fernandez-Lopes,Sortie,Carte nationale dIdentité,42401661,Togo,Togo
2019-07-26,Bernadette De Sousa,Sortie,Passeport,39930432,Aéroport de Cotonou,Sénégal
2019-07-26,Gilles Charpentier-Hamon,Sortie,Carte nationale dIdentité,16849603,Niger,Niger
2019-07-26,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Niger,Bénin
2019-07-27,Guy de la Guillet,Sortie,Passeport,22977745,Niger,Niger
2019-07-27,Frédérique Roux-Blanchard,Sortie,Carte nationale dIdentité,99908498,Niger,Niger
2019-07-28,Bertrand Legros du Perez,Entrée,Carte nationale dIdentité,68622645,Niger,Bénin
2019-07-28,Michèle Blanchet,Sortie,Carte nationale dIdentité,22089502,Nigéria,Nigéria
2019-07-28,Daniel-Augustin Bernard,Entrée,Carte nationale dIdentité,69844718,Niger,Bénin
2019-07-28,Gilbert Marie-Laine,Sortie,Carte nationale dIdentité,51325860,Burikina-Faso,Burikina-Faso
2019-07-29,Diane Perrin,Sortie,Passeport,35097059,Togo,Togo
2019-07-29,Clémence Martins,Sortie,Passeport,11451093,Nigéria,Nigéria
2019-07-29,Joséphine Girard,Entrée,Passeport,15436715,Togo,Bénin
2019-07-29,Gabriel Ramos,Entrée,Carte nationale dIdentité,36705768,Niger,Bénin
2019-07-29,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Aéroport de Cotonou,Tonga
2019-07-30,Guy de la Guillet,Sortie,Passeport,22977745,Niger,Niger
2019-07-30,Constance Blanchet-Goncalves,Sortie,Carte nationale dIdentité,23776825,Aéroport de Cotonou,Irlande
2019-07-30,Pénélope Olivier,Sortie,Carte nationale dIdentité,10367105,Nigéria,Nigéria
2019-07-30,Dominique Fontaine,Sortie,Passeport,25070242,Niger,Niger
2019-07-31,Paulette du Vasseur,Entrée,Carte nationale dIdentité,42195920,Togo,Bénin
2019-07-31,Amélie Le Bailly,Sortie,Passeport,49126370,Nigéria,Nigéria
2019-07-31,Gilbert Marie-Laine,Sortie,Passeport,1605475,Burikina-Faso,Burikina-Faso
2019-08-01,Astrid de la Bertin,Sortie,Passeport,19992852,Togo,Togo
2019-08-01,Lucie-Valérie Baron,Sortie,Passeport,38895558,Aéroport de Cotonou,Émirats arabes unis
2019-08-01,Antoinette Navarro,Entrée,Passeport,4648339,Burikina-Faso,Bénin
2019-08-01,Olivier Lecomte,Sortie,Carte nationale dIdentité,36297026,Aéroport de Cotonou,Botswana
2019-08-02,Zacharie Poirier,Sortie,Passeport,63353081,Nigéria,Nigéria
2019-08-02,Thomas Gimenez,Sortie,Carte nationale dIdentité,49032897,Aéroport de Cotonou,Libéria
2019-08-02,Hélène Fischer du Marin,Entrée,Passeport,72748712,Nigéria,Bénin
2019-08-02,Amélie-Aimée Michel,Sortie,Passeport,40305952,Aéroport de Cotonou,Hongrie
2019-08-02,Adèle Lambert,Sortie,Passeport,16729443,Togo,Togo
2019-08-03,Paul-Alain Martel,Sortie,Passeport,19768581,Togo,Togo
2019-08-03,Marcelle Blanchard,Entrée,Passeport,2473808,Burikina-Faso,Bénin
2019-08-03,Adèle Gautier,Entrée,Carte nationale dIdentité,87611171,Burikina-Faso,Bénin
2019-08-03,Manon Martins du Monnier,Entrée,Carte nationale dIdentité,72887764,Niger,Bénin
2019-08-03,Nicolas Barbe,Sortie,Carte nationale dIdentité,78282318,Burikina-Faso,Burikina-Faso
2019-08-04,Noël Fleury,Sortie,Passeport,93654184,Burikina-Faso,Burikina-Faso
2019-08-05,Andrée Munoz,Entrée,Passeport,23577571,Burikina-Faso,Bénin
2019-08-05,Mathilde Da Costa,Entrée,Passeport,43234013,Togo,Bénin
2019-08-05,Denise Hervé,Sortie,Carte nationale dIdentité,90318189,Aéroport de Cotonou,Jordanie
2019-08-05,Marianne Da Costa-Gomes,Entrée,Carte nationale dIdentité,36601781,Togo,Bénin
2019-08-06,David Vincent,Sortie,Passeport,23770405,Aéroport de Cotonou,Guadeloupe
2019-08-06,Joséphine Girard,Entrée,Passeport,15436715,Burikina-Faso,Bénin
2019-08-07,Mathilde Roger-Techer,Sortie,Passeport,17075918,Aéroport de Cotonou,Portugal
2019-08-07,Amélie Alves-Maillet,Sortie,Passeport,81063262,Togo,Togo
2019-08-07,Constance Blanchet-Goncalves,Entrée,Carte nationale dIdentité,23776825,Togo,Bénin
2019-08-07,Paul Bonneau,Sortie,Passeport,70441327,Nigéria,Nigéria
2019-08-08,Olivier Le Sanchez,Sortie,Passeport,77577082,Burikina-Faso,Burikina-Faso
2019-08-08,Andrée Lacombe,Entrée,Passeport,29903455,Togo,Bénin
2019-08-08,Joséphine Lecoq-Boucher,Entrée,Carte nationale dIdentité,69232425,Niger,Bénin
2019-08-08,Andrée Guillaume,Entrée,Carte nationale dIdentité,1093573,Nigéria,Bénin
2019-08-09,Olivie de la Bonnet,Sortie,Passeport,35406602,Niger,Niger
2019-08-09,Luc Peron,Sortie,Carte nationale dIdentité,59999267,Togo,Togo
2019-08-09,Diane Perrin,Sortie,Carte nationale dIdentité,27985532,Niger,Niger
2019-08-09,Denise Hervé,Sortie,Passeport,65573828,Togo,Togo
2019-08-10,Roger du Clément,Entrée,Carte nationale dIdentité,54557900,Togo,Bénin
2019-08-11,Mathilde Roger-Techer,Entrée,Carte nationale dIdentité,92515708,Nigéria,Bénin
2019-08-11,Margaret-Brigitte Gosselin,Entrée,Passeport,77805595,Burikina-Faso,Bénin
2019-08-11,Louis Bouchet,Sortie,Carte nationale dIdentité,59340499,Nigéria,Nigéria
2019-08-11,Diane Perrin,Sortie,Carte nationale dIdentité,27985532,Aéroport de Cotonou,Érythrée
2019-08-11,Jeanne Lecomte,Sortie,Passeport,20428097,Burikina-Faso,Burikina-Faso
2019-08-11,Alfred Chauvin de la Pichon,Entrée,Carte nationale dIdentité,76716536,Burikina-Faso,Bénin
2019-08-11,Adèle Le Bourgeois,Sortie,Carte nationale dIdentité,89253754,Togo,Togo
2019-08-12,Yves Briand du Albert,Sortie,Passeport,17958495,Burikina-Faso,Burikina-Faso
2019-08-12,Jérôme Bailly du Dupont,Sortie,Passeport,69359363,Aéroport de Cotonou,Côte d'Ivoire
2019-08-12,Luc Peron,Entrée,Passeport,79309355,Niger,Bénin
2019-08-12,Éléonore du Perez,Entrée,Passeport,89436077,Niger,Bénin
2019-08-13,Arnaude Martin,Entrée,Carte nationale dIdentité,51927396,Niger,Bénin
2019-08-13,Paul-Alain Martel,Entrée,Carte nationale dIdentité,26229521,Aéroport de Cotonou,Bénin
2019-08-13,Arnaude Martin,Entrée,Carte nationale dIdentité,51927396,Niger,Bénin
2019-08-13,Dominique Fontaine,Sortie,Passeport,25070242,Burikina-Faso,Burikina-Faso
2019-08-13,David Vincent,Entrée,Carte nationale dIdentité,4971186,Nigéria,Bénin
2019-08-13,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Togo,Togo
2019-08-13,Thibaut Peltier Le Guilbert,Entrée,Passeport,59807690,Nigéria,Bénin
2019-08-13,Catherine-Henriette Marin,Sortie,Passeport,28765613,Togo,Togo
2019-08-14,Jérôme Bailly du Dupont,Entrée,Passeport,69359363,Niger,Bénin
2019-08-14,Jacques Delattre,Entrée,Passeport,49359279,Aéroport de Cotonou,Bénin
2019-08-14,Gabrielle Delahaye,Sortie,Carte nationale dIdentité,22213695,Aéroport de Cotonou,Montserrat
2019-08-14,Célina De Sousa,Entrée,Passeport,49315643,Niger,Bénin
2019-08-14,Cécile Dufour,Entrée,Passeport,94364673,Niger,Bénin
2019-08-14,Stéphane Hardy,Sortie,Carte nationale dIdentité,56174053,Aéroport de Cotonou,La Barbad
2019-08-15,Virginie Le Bousquet,Sortie,Passeport,51408950,Nigéria,Nigéria
2019-08-15,Sylvie Bertin,Entrée,Passeport,77316294,Niger,Bénin
2019-08-15,Sophie Adam,Sortie,Carte nationale dIdentité,54586070,Nigéria,Nigéria
2019-08-15,Marine Vidal,Entrée,Passeport,62282279,Aéroport de Cotonou,Bénin
2019-08-15,Thomas Gimenez,Sortie,Carte nationale dIdentité,49032897,Niger,Niger
2019-08-15,Luc Peron,Entrée,Carte nationale dIdentité,59999267,Nigéria,Bénin
2019-08-15,Frédéric Lambert,Entrée,Carte nationale dIdentité,90008507,Togo,Bénin
2019-08-15,Astrid de la Bertin,Sortie,Passeport,19992852,Nigéria,Nigéria
2019-08-15,Hortense Dijoux,Sortie,Carte nationale dIdentité,78556807,Burikina-Faso,Burikina-Faso
2019-08-16,Vincent du Chartier,Sortie,Carte nationale dIdentité,2899640,Aéroport de Cotonou,Bahrain
2019-08-16,Vincent du Chartier,Sortie,Carte nationale dIdentité,2899640,Aéroport de Cotonou,Corée du Nord
2019-08-16,Alex Durand,Sortie,Carte nationale dIdentité,70361736,Togo,Togo
2019-08-16,Alice Michaud de Da Costa,Sortie,Carte nationale dIdentité,58028367,Niger,Niger
2019-08-17,Jacques Adam-Clerc,Sortie,Passeport,3271940,Togo,Togo
2019-08-17,Célina De Sousa,Sortie,Carte nationale dIdentité,25889663,Aéroport de Cotonou,Pologne
2019-08-17,Gilbert Marie-Laine,Entrée,Passeport,1605475,Burikina-Faso,Bénin
2019-08-17,Olivier Robert,Sortie,Passeport,86193810,Niger,Niger
2019-08-17,Catherine-Michelle Mendès,Entrée,Passeport,77943742,Togo,Bénin
2019-08-17,Louis Bouchet,Sortie,Carte nationale dIdentité,59340499,Togo,Togo
2019-08-18,Charles Rodrigues,Entrée,Carte nationale dIdentité,90765726,Togo,Bénin
2019-08-18,Georges Gimenez,Sortie,Passeport,56196409,Nigéria,Nigéria
2019-08-18,Éric Boulay-Michel,Sortie,Passeport,68774555,Burikina-Faso,Burikina-Faso
2019-08-18,Lucas Baron,Sortie,Passeport,68716585,Burikina-Faso,Burikina-Faso
2019-08-18,Pénélope Olivier,Entrée,Passeport,63133313,Togo,Bénin
2019-08-18,Frédéric Lambert,Entrée,Carte nationale dIdentité,90008507,Niger,Bénin
2019-08-19,Daniel-Augustin Bernard,Entrée,Carte nationale dIdentité,69844718,Nigéria,Bénin
2019-08-19,Léon Mercier,Entrée,Passeport,68947400,Nigéria,Bénin
2019-08-19,Alfred Chauvin de la Pichon,Sortie,Carte nationale dIdentité,76716536,Niger,Niger
2019-08-19,Célina Hoarau,Entrée,Passeport,63049590,Niger,Bénin
2019-08-19,Noël Fleury,Sortie,Carte nationale dIdentité,37519006,Niger,Niger
2019-08-19,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Aéroport de Cotonou,Bénin
2019-08-19,Virginie Le Bousquet,Entrée,Passeport,51408950,Niger,Bénin
2019-08-20,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Burikina-Faso,Bénin
2019-08-20,Vincent du Chartier,Sortie,Passeport,79366260,Aéroport de Cotonou,Pakistan
2019-08-20,Lucas Baron,Entrée,Passeport,68716585,Niger,Bénin
2019-08-20,Marcelle Blanchard,Sortie,Carte nationale dIdentité,44090391,Aéroport de Cotonou,Djibouti
2019-08-20,Marc Georges,Sortie,Carte nationale dIdentité,12572513,Niger,Niger
2019-08-21,Édouard Poirier,Entrée,Passeport,54412058,Togo,Bénin
2019-08-21,Margaret-Brigitte Gosselin,Entrée,Carte nationale dIdentité,72866161,Niger,Bénin
2019-08-21,Noël Fleury,Entrée,Carte nationale dIdentité,37519006,Nigéria,Bénin
2019-08-21,Éric Mercier,Sortie,Passeport,37439841,Aéroport de Cotonou,Moldavie
2019-08-22,Vincent Barbe,Entrée,Passeport,19843879,Nigéria,Bénin
2019-08-22,Alexandria Baron,Sortie,Passeport,71906524,Aéroport de Cotonou,Australie
2019-08-22,Patricia du Tanguy,Entrée,Carte nationale dIdentité,16829659,Togo,Bénin
2019-08-22,Alice Michaud de Da Costa,Entrée,Passeport,11024764,Burikina-Faso,Bénin
2019-08-22,Astrid de la Bertin,Entrée,Carte nationale dIdentité,54499559,Togo,Bénin
2019-08-23,Claude de la Neveu,Entrée,Passeport,87580533,Aéroport de Cotonou,Bénin
2019-08-23,Daniel-Augustin Bernard,Sortie,Passeport,37240323,Nigéria,Nigéria
2019-08-23,Andrée Guillaume,Sortie,Passeport,88971789,Nigéria,Nigéria
2019-08-24,Astrid de la Bertin,Sortie,Carte nationale dIdentité,54499559,Togo,Togo
2019-08-24,Astrid de la Bertin,Entrée,Carte nationale dIdentité,54499559,Burikina-Faso,Bénin
2019-08-24,Gilbert Marie-Laine,Entrée,Passeport,1605475,Nigéria,Bénin
2019-08-24,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Nigéria,Nigéria
2019-08-24,Amélie Alves-Maillet,Entrée,Passeport,81063262,Togo,Bénin
2019-08-25,Lucas Baron,Entrée,Carte nationale dIdentité,97275684,Nigéria,Bénin
2019-08-25,Jean Benard,Entrée,Carte nationale dIdentité,29696002,Niger,Bénin
2019-08-26,Arnaude du Gomes,Entrée,Carte nationale dIdentité,8934531,Nigéria,Bénin
2019-08-26,Adèle Lambert,Entrée,Carte nationale dIdentité,12385957,Nigéria,Bénin
2019-08-26,Dorothée Leclercq-Besson,Entrée,Carte nationale dIdentité,29395066,Burikina-Faso,Bénin
2019-08-27,Arthur Paul,Entrée,Carte nationale dIdentité,45240158,Burikina-Faso,Bénin
2019-08-27,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Aéroport de Cotonou,Bénin
2019-08-28,Vincent du Chartier,Entrée,Carte nationale dIdentité,2899640,Togo,Bénin
2019-08-28,Zacharie Poirier,Entrée,Passeport,63353081,Niger,Bénin
2019-08-28,Gabriel Thibault-Dupuy,Entrée,Passeport,6484963,Niger,Bénin
2019-08-28,Mathilde Roger-Techer,Entrée,Carte nationale dIdentité,92515708,Burikina-Faso,Bénin
2019-08-28,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Burikina-Faso,Burikina-Faso
2019-08-29,David Ruiz,Entrée,Carte nationale dIdentité,74227206,Togo,Bénin
2019-08-29,Adèle Lambert,Sortie,Passeport,16729443,Aéroport de Cotonou,Slovénie
2019-08-29,Marcelle Blanchard,Sortie,Passeport,2473808,Niger,Niger
2019-08-29,Claire Giraud,Sortie,Passeport,83062659,Niger,Niger
2019-08-29,Agnès Bouvier-Royer,Entrée,Passeport,83166742,Aéroport de Cotonou,Bénin
2019-08-30,Denis de Guillaume,Sortie,Passeport,98229076,Nigéria,Nigéria
2019-08-30,Camille Guichard-Delannoy,Entrée,Carte nationale dIdentité,72956318,Niger,Bénin
2019-08-30,David Vincent,Entrée,Carte nationale dIdentité,4971186,Nigéria,Bénin
2019-08-30,Arthur Paul,Sortie,Carte nationale dIdentité,45240158,Burikina-Faso,Burikina-Faso
2019-08-31,Luc Hamon,Sortie,Passeport,33619996,Nigéria,Nigéria
2019-08-31,Luc Baron,Sortie,Carte nationale dIdentité,62094614,Nigéria,Nigéria
2019-08-31,Gabrielle Mendès,Sortie,Carte nationale dIdentité,22339890,Burikina-Faso,Burikina-Faso
2019-08-31,Guy de la Guillet,Entrée,Passeport,22977745,Aéroport de Cotonou,Bénin
2019-08-31,Noël Fleury,Entrée,Passeport,93654184,Togo,Bénin
2019-08-31,Diane Perrin,Entrée,Passeport,35097059,Nigéria,Bénin
2019-08-31,Manon Bouchet,Entrée,Carte nationale dIdentité,11226552,Niger,Bénin
2019-08-31,Frédéric Lambert,Entrée,Carte nationale dIdentité,90008507,Niger,Bénin
2019-08-31,Frédérique Roux-Blanchard,Sortie,Passeport,9404335,Nigéria,Nigéria
2019-09-01,Christine Le Jacquet,Entrée,Passeport,17073566,Burikina-Faso,Bénin
2019-09-01,Océane Mercier,Sortie,Carte nationale dIdentité,88670425,Niger,Niger
2019-09-01,Célina Hoarau,Entrée,Passeport,63049590,Aéroport de Cotonou,Bénin
2019-09-01,Arthur Texier,Sortie,Passeport,2696341,Togo,Togo
2019-09-01,Noël Fleury,Sortie,Passeport,93654184,Burikina-Faso,Burikina-Faso
2019-09-01,Gabrielle Mendès,Entrée,Carte nationale dIdentité,22339890,Nigéria,Bénin
2019-09-01,Monique Guibert,Sortie,Passeport,9842353,Niger,Niger
2019-09-02,Patricia du Tanguy,Entrée,Passeport,37823140,Nigéria,Bénin
2019-09-02,Éric Mercier,Entrée,Passeport,37439841,Burikina-Faso,Bénin
2019-09-02,Eugène Nguyen de la Raynaud,Entrée,Passeport,33918505,Nigéria,Bénin
2019-09-03,Louis Coulon,Entrée,Passeport,54824273,Burikina-Faso,Bénin
2019-09-03,Monique Guibert,Entrée,Carte nationale dIdentité,19026443,Aéroport de Cotonou,Bénin
2019-09-03,Georges Guillou-Blondel,Entrée,Passeport,98306589,Niger,Bénin
2019-09-03,Richard-Joseph Marchal,Sortie,Passeport,10751482,Niger,Niger
2019-09-03,Hugues Ribeiro,Entrée,Carte nationale dIdentité,29352858,Aéroport de Cotonou,Bénin
2019-09-03,Victor de la Jacob,Sortie,Carte nationale dIdentité,81357376,Burikina-Faso,Burikina-Faso
2019-09-04,Alex Durand,Sortie,Passeport,36481785,Togo,Togo
2019-09-04,Adèle Lambert,Sortie,Passeport,16729443,Niger,Niger
2019-09-04,Margot Hoarau,Entrée,Passeport,94531052,Nigéria,Bénin
2019-09-04,Sylvie Bertin,Sortie,Carte nationale dIdentité,38612482,Burikina-Faso,Burikina-Faso
2019-09-04,Bernard Le Gall,Sortie,Carte nationale dIdentité,89734896,Togo,Togo
2019-09-05,Thibaut Peltier Le Guilbert,Sortie,Carte nationale dIdentité,75367576,Nigéria,Nigéria
2019-09-05,Gabriel Thibault-Dupuy,Sortie,Passeport,6484963,Niger,Niger
2019-09-05,Brigitte Coste,Entrée,Passeport,12416039,Aéroport de Cotonou,Bénin
2019-09-05,Catherine-Michelle Mendès,Sortie,Carte nationale dIdentité,44931391,Aéroport de Cotonou,Arménie
2019-09-05,Camille Guichard-Delannoy,Entrée,Carte nationale dIdentité,72956318,Burikina-Faso,Bénin
2019-09-05,Hortense Dijoux,Entrée,Carte nationale dIdentité,78556807,Aéroport de Cotonou,Bénin
2019-09-05,Hortense Dijoux,Sortie,Passeport,43480653,Nigéria,Nigéria
2019-09-06,Adèle Lambert,Sortie,Carte nationale dIdentité,12385957,Aéroport de Cotonou,Suède
2019-09-06,Noël Fleury,Entrée,Passeport,93654184,Niger,Bénin
2019-09-06,Jacques Delattre,Sortie,Carte nationale dIdentité,39906945,Burikina-Faso,Burikina-Faso
2019-09-06,Hugues Petit,Sortie,Carte nationale dIdentité,65877696,Togo,Togo
2019-09-06,Antoinette Navarro,Sortie,Carte nationale dIdentité,31667670,Nigéria,Nigéria
2019-09-06,Astrid de la Bertin,Sortie,Passeport,19992852,Niger,Niger
2019-09-06,Nicolas Bailly,Sortie,Passeport,27673469,Niger,Niger
2019-09-06,Adèle Gautier,Sortie,Carte nationale dIdentité,87611171,Burikina-Faso,Burikina-Faso
2019-09-06,Stéphanie Le Gall,Sortie,Carte nationale dIdentité,40594121,Burikina-Faso,Burikina-Faso
2019-09-06,Agathe-Nicole Texier,Entrée,Passeport,97773695,Burikina-Faso,Bénin
2019-09-07,Roland Menard,Sortie,Passeport,26403359,Burikina-Faso,Burikina-Faso
2019-09-07,Gabrielle Delahaye,Entrée,Passeport,79375255,Nigéria,Bénin
2019-09-07,Alfred Ledoux,Entrée,Carte nationale dIdentité,84628361,Aéroport de Cotonou,Bénin
2019-09-07,Honoré Gaillard,Entrée,Passeport,14210243,Niger,Bénin
2019-09-07,Zacharie Poirier,Entrée,Passeport,63353081,Nigéria,Bénin
2019-09-07,Mathilde Da Costa,Entrée,Carte nationale dIdentité,29936401,Niger,Bénin
2019-09-08,Pénélope Olivier,Sortie,Carte nationale dIdentité,10367105,Niger,Niger
2019-09-08,Guillaume Pascal-Normand,Entrée,Passeport,1423857,Togo,Bénin
2019-09-08,Franck Laurent,Entrée,Passeport,72968026,Aéroport de Cotonou,Bénin
