Name,Age,is_sentenced
Julie de Clément,64,1
Alexandre Bourgeois du Jacob,69,1
Suzanne Goncalves de Brun,55,1
Gilbert Le Delannoy,34,1
Thomas Girard,75,0
Jules Guillot,37,1
Adrienne Fernandes,72,1
Julie Pottier,40,1
Adrien Ferrand du Guyon,38,1
Margot Gimenez de Valentin,6,0
Rémy Bonneau,57,1
Arthur Morel,85,1
Marianne Roger,23,1
Adélaïde Ribeiro-Delmas,1,0
Guy Valentin,6,0
Madeleine Barbe de la Lecoq,62,1
Margaux Guillaume,57,1
Mathilde Courtois-Clément,57,1
Alain Roux,64,1
Nathalie Diallo,74,1
Julie Vincent,81,0
Éric Hoarau,54,1
Adrien Aubert,38,1
Alphonse Léger,23,1
Élisabeth Buisson,7,0
Gilles de la Peltier,52,1
Françoise Fleury,45,1
Denise Giraud du Bertin,42,1
Capucine Roux,14,0
Éric Weiss,12,0
Maggie De Sousa,87,1
Margaud Baron,46,1
Rémy Le Goff,58,1
Noël Delaunay,37,1
Sébastien Laporte du Rousseau,30,0
Amélie Renaud,85,1
Charles Bernier,88,1
Robert Marie,61,1
Océane-Inès Lejeune,66,1
Marie Lecomte,76,1
Hélène Turpin,68,1
Édouard Rolland,64,1
Georges Perez,32,1
Guy Masson,72,1
Timothée Martin-Torres,32,1
Daniel Jacquet,3,0
Alex Renard du Brun,47,1
Gérard de la Clerc,12,0
Claudine Paris,60,1
Élisabeth Costa de Cordier,62,1
Éric Daniel,47,1
Philippine Thibault,10,0
Paul Bruneau-Guérin,32,1
Sylvie Barbe,33,1
Marie Collin,43,1
Maryse de la Potier,43,1
Marine Delmas,4,0
Hélène Joseph,2,0
Isabelle Monnier-Nguyen,14,0
Margot Sanchez,64,0
Christelle du Blanchet,7,0
Arthur Barthelemy,74,1
François Bernard,11,0
Nath Perrot,65,0
Thibault Colas,5,0
Adrienne Courtois,70,1
Benjamin de Klein,27,1
Margot Boyer du Rocher,14,0
Tristan-Roger Hamel,85,1
Alex Charles,87,1
Paulette Étienne du Leleu,72,1
Henri Pasquier,26,1
Nathalie-Patricia Jacquet,25,1
Gilles de la Georges,61,1
Renée Barre,28,1
Joséphine de la Blanchard,44,1
Éléonore Hoarau,11,0
Marguerite du Hamel,15,0
Susanne Merle,36,1
Lucy-Hortense Bertin,31,1
Yves du Bonnet,28,1
Corinne-Anouk Maillet,36,1
Julie Collet de la Delaunay,50,1
Thibault Gilbert Le Gimenez,63,1
Hortense-Adrienne Huet,28,1
Philippe Lopes,65,1
Aurélie Hernandez,59,1
Frédéric Tessier Le Meunier,18,0
Isaac Costa,46,1
Olivie Becker du Martins,26,1
Nathalie Berger,51,1
Robert Normand Le François,67,1
Nath Millet de la Verdier,82,0
Constance Pottier,69,1
Emmanuel Bailly-Maréchal,26,1
Isabelle Rodriguez,1,0
Virginie Diallo,86,1
Marcel Delahaye,62,0
Marie du Diallo,45,1
Margaud Marty,10,0
Martine Richard,56,1
Frédérique Delattre,12,0
René Toussaint,21,1
Christophe Joseph-Toussaint,84,1
Alain Richard,6,0
Marcel-Stéphane Leroy,79,1
Matthieu-Franck Gros,30,1
Henri Pascal,16,0
Richard-Bernard Benard,5,0
Robert Dufour,59,1
Gilbert Moreno,90,1
Margaud Gaudin-Bourgeois,6,0
Richard Louis,68,0
Denis Texier,61,1
Robert Labbé,13,0
Benjamin Robin-Collin,55,1
Aurélie Gaudin,72,0
Joseph Leblanc,76,1
Roger Brun,84,1
Gilles Bourdon,54,1
Gilles Mercier,67,1
Jeanne Marchand,32,1
Jean Joubert Le Rodriguez,9,0
Agathe de Bodin,19,0
Thibaut Benard du Seguin,85,1
Monique Rousset,3,0
Julien Menard-Ruiz,33,1
Tristan-Bernard Carlier,64,1
Grégoire Paul,86,1
Étienne Bigot,41,0
Nathalie Pereira Le Lenoir,3,0
Jeanne Imbert,57,1
Auguste Guichard,1,0
Bernadette Aubert,46,1
Luce Chevallier,46,1
Édouard Carlier de Lombard,36,1
Denise de Noël,67,1
Brigitte Gay-Traore,84,1
Roger Laporte-Chartier,35,1
Arthur Techer,84,1
Capucine Moulin,66,1
Gabriel Lecomte,66,0
Paul Lemonnier,75,1
Stéphane de la Fontaine,75,0
Valentine-Victoire Verdier,78,0
Augustin Rocher,23,1
Odette-Laure Ledoux,49,1
Marine de Courtois,57,1
Patrick Hoarau,42,1
Benoît Delorme,43,1
Auguste Durand,78,1
William Petit,30,1
Caroline Joubert,12,0
Océane Courtois du Ferrand,21,1
Charlotte Lamy du Jacquet,77,1
Jeanne Rousset,24,1
Susan Perez,7,0
Benoît de Lemoine,50,1
Grégoire Julien-Bodin,7,0
Victor Fleury,59,1
Daniel Robert,9,0
Renée Raymond,64,1
Louis Coulon,36,1
Louis Carpentier,33,1
Élisabeth Hubert-Delmas,76,1
Sébastien-Antoine Costa,4,0
Gilbert Allain-Raynaud,34,1
Bernard Moreno-Joubert,27,1
Daniel Bazin de Dias,14,0
Auguste-Raymond De Sousa,39,1
Alexandrie-Pénélope Cordier,24,1
Roger Carpentier,25,1
Laetitia Mallet,30,1
Claire Chrétien-Michel,31,1
Christophe Bonnin,75,1
Éric-Philippe Gillet,58,1
Nathalie Chauveau,43,1
Nicolas Dupuis,44,1
Édouard Louis-De Sousa,82,1
Constance Perrin,22,1
Nicolas Jacques,55,1
Madeleine Boulay,39,0
Théophile Lemonnier Le Riou,9,0
Victoire-Valérie Martineau,78,1
Bernadette Navarro-Chrétien,49,1
Guy Maillot-Loiseau,5,0
Arnaude Toussaint,48,1
René Colin,72,1
Élodie Bodin-Grondin,42,1
Marcel Benard-Arnaud,85,0
Maurice de Lacroix,22,1
Julie Faure Le Gonzalez,24,1
Jérôme Pascal,7,0
Marthe Diaz,0,0
Josette Colas-Benoit,25,0
Michelle Michaud,55,1
Laetitia de la Torres,20,1
Laetitia Seguin,22,1
Odette-Véronique Sauvage,3,0
Thomas du Gaillard,32,1
Arthur Pierre,21,0
Laurence Caron,9,0
Gabrielle Verdier,39,1
Tristan de la Maurice,72,1
Corinne Bernier du Boyer,47,1
Alphonse Giraud du Dubois,69,1
Charles Pelletier,88,0
Jean Lucas,66,1
Jules Jacquet,48,1
Matthieu Guillou,33,1
Catherine Blot,83,0
Sophie Didier,70,1
Charlotte Masson,9,0
Aurore Boulay,42,1
Jules Buisson,64,1
Valentine Guyot,64,1
Henri Jacquet Le Teixeira,2,0
Alain Cordier,24,1
Raymond Tanguy,67,1
Vincent Boyer,58,1
Frédérique Lemoine,45,1
Virginie Legrand,64,1
Alexandre Mahe,69,0
Alain Joly du Bodin,57,1
Valentine Thibault,34,1
Lorraine Ribeiro-Legros,79,0
Camille Blanchard,55,1
Adèle-Monique Joly,81,1
Benoît Fernandez,23,1
Renée Legros,6,0
Gilles-Alexandre Dupuis,67,1
Alain Guillou,91,1
Gabriel Deschamps de Boulay,28,1
Agathe Ledoux-Mercier,84,1
Sébastien Salmon,77,1
Lorraine Martel,33,0
Anaïs Roche,73,1
Thibault Seguin,74,1
Gilles Barbe,90,1
Thibault Bernier,55,1
Odette Pons,89,1
Joseph Baron de Millet,0,0
Susan Martineau,41,1
Nicolas Royer,75,0
Guillaume du Hamel,31,1
Sébastien Boyer,67,1
Emmanuelle Albert,57,1
Lucy Huet,34,1
Aimée de la Brun,56,1
Patricia-Michèle Julien,48,0
Denis Benoit-Lebon,2,0
Nicolas de Jacquet,86,1
Margot Dufour,38,1
Aurore Martineau,31,1
Odette Maillot,37,1
Émile Leroux,19,0
Danielle-Céline Lecomte,18,0
Maurice Arnaud,71,1
Xavier Rolland,36,1
Michel du Leroux,3,0
Adrien Becker-Hoarau,88,0
Honoré Muller,35,1
Clémence Benard,20,1
Julie du Couturier,77,1
Simone Camus,28,1
Stéphane Pichon-Da Silva,8,0
Édith Guichard,19,0
Caroline Marchal,26,1
Nicole Hervé,91,1
Anastasie Laine,6,0
Inès Brunet-Legendre,74,1
Eugène du Laroche,52,1
Édouard Le Gall,7,0
Sophie Jacob de la Roy,29,1
Guy Guillou,62,1
Augustin Blot,85,0
Victoire Goncalves de la Coulon,27,1
Nathalie Bouchet,43,1
Océane Le Gillet,53,1
Margaux Lefebvre,73,1
Camille Le Godard,61,1
Honoré Carlier,64,1
Alix Chauveau de Chauvin,59,1
Amélie Lopes,72,0
Diane Brunel,80,1
Corinne Guillon,22,1
Dorothée Buisson,47,1
Virginie Berger de Meunier,55,1
Diane Berger,18,0
Adrien Riou,2,0
Adèle-Antoinette Bouchet,5,0
Susan Chauvin,26,1
Honoré Aubert,60,1
Julien-François Coulon,21,1
Bernard Moreno,12,0
Henri Dos Santos Le Dos Santos,66,1
Aimé Petit,47,0
Michelle Boucher-Traore,32,1
Émile Guillot,3,0
Bernard Dos Santos,62,1
René Leduc-Collet,71,1
Lucie Maréchal,68,1
Guy-Timothée Traore,38,1
Christelle-Patricia Blanchard,90,1
Frédéric Marie de Lambert,56,1
Emmanuelle Nguyen,1,0
Vincent Lecoq-Klein,29,1
Daniel Lefort-Laine,51,1
Tristan Diallo-Valette,13,0
Madeleine Vidal,1,0
Étienne Denis,74,1
Emmanuelle Moulin,45,0
Rémy Lefèvre,82,0
Michelle Le Thibault,92,0
Maryse Leclerc du Guillou,45,1
Margot Leroy,62,1
Hugues Dijoux,0,0
Mathilde Bertrand,51,1
Valérie Boucher,46,1
Marc Lamy,7,0
Noémi Picard-Ollivier,89,1
Suzanne Legendre,26,1
Benjamin du Petitjean,68,1
Michel Grégoire,78,1
Noémi du Masson,55,1
Isaac-Xavier Bernier,25,1
Renée Meunier,25,1
Michèle-Aurélie Fleury,34,1
Timothée Descamps-Gomez,51,1
Henri Hervé,54,1
Lucas Parent,39,1
Lucy Pichon Le Philippe,46,1
Gilles Leblanc,67,0
Nicolas de la Dupuy,71,1
Vincent Vidal-Lejeune,67,1
Céline Grondin Le Evrard,39,1
William Joubert-Lombard,72,1
Antoinette Grondin,7,0
Alix Boulay,9,0
Nath Neveu,8,0
Benjamin Gimenez,76,0
Thérèse-Laure Antoine,53,1
Manon Lenoir,92,1
Théodore David,46,1
Monique du Salmon,51,1
William Robin,5,0
Margot Rivière,42,1
Nathalie Leroux de la Guibert,20,1
Alex Daniel,17,0
Maryse Guillon,56,1
Nath-Dorothée Bourdon,21,1
Adrien Bouchet,9,0
Denis Bonnet,39,1
Françoise Brunel,35,1
Édith Le Menard,33,1
Alice Pereira,45,1
Hortense Hebert de Morvan,80,1
Audrey Le Aubry,53,1
Marcel de Bourgeois,10,0
Élodie Imbert,47,1
Marcel Martins,87,1
Patrick Perret,42,1
Matthieu Joseph,78,1
Éléonore Lacroix,86,0
Margaux Garcia-Rodrigues,4,0
Emmanuelle Riou,10,0
Raymond-Grégoire Da Silva,29,1
Guy Thomas-Meyer,22,1
Charles de la Roger,92,1
Mathilde Le Roussel,0,0
Aurore-Lucie Guillet,3,0
Marianne Lucas de Pascal,29,1
Frédéric Tessier de Hamon,34,0
Sébastien Blanchet,69,1
Marine Roy-Voisin,44,1
Susanne Lemaître de la Joseph,4,0
Louise-Antoinette Lévêque,13,0
Pierre Reynaud,53,1
Eugène Collin,54,1
Henri Delaunay,11,0
Luce Delattre-Mendès,87,1
Hortense-Alexandria Gautier,76,1
Lucas Jean,81,1
Olivier Brunel,35,1
Anne Lamy,72,1
François Pereira,86,0
Arnaude Wagner,44,1
Victor Rodrigues,88,1
Denis Julien,91,1
Manon Carlier,22,1
Roland de Bonneau,81,0
Élodie Giraud,49,1
Patrick Klein,48,1
Astrid Torres,45,1
Louis Perez,35,1
Zoé-Patricia Fleury,57,1
Hugues Joseph,10,0
Émilie Vasseur,60,1
Joseph Duval,60,1
Marc Louis du Blot,48,0
Thibaut de la Fournier,73,1
Timothée Auger,60,1
Benoît Lebrun-Duval,72,1
Robert de la Le Goff,93,1
Colette Ledoux,72,1
Françoise-Anaïs Robin,66,1
Madeleine de Garnier,76,1
Adrienne Renault,49,1
Benjamin Le Poulain,68,0
Inès Lombard,67,1
Juliette Bertrand,55,1
Françoise Lamy Le Chrétien,54,1
Louise Diaz,52,0
Maggie Vaillant,71,1
Susan Lopez,76,0
Sophie Dupuy,4,0
Martin Gilbert,84,0
Élodie Pereira,30,1
Josette de la Aubert,29,1
Eugène Dumont,7,0
Marthe de Diallo,17,0
Stéphane Vasseur-Berthelot,26,1
Susanne Brun-Lelièvre,31,1
Jérôme Rousset,26,1
Dorothée Guyon,2,0
Christelle Becker-Gilbert,49,1
Grégoire Reynaud,62,1
Constance Salmon,80,1
Zoé Pereira,6,0
Élodie Gilbert,87,0
Christophe Peron-Dumont,82,1
Michelle-Éléonore Gomes,91,0
René de Vasseur,7,0
Grégoire Nguyen,44,1
Olivier Colin,7,0
Olivie Boucher,50,1
Aimé Dias,39,1
Simone Leconte,78,0
Gabrielle de Lemoine,16,0
Odette de Pascal,3,0
Catherine de la Lejeune,19,0
Matthieu Robin,67,0
Alain Ribeiro,23,1
Honoré Prévost,13,0
Auguste Louis,20,1
Charlotte Picard,6,0
Arthur Nguyen,17,0
Alexandrie de la Benard,29,1
Maggie-Valentine Bernier,72,1
Arnaude Perrot-Peltier,52,1
Luce Lebon-Fernandes,32,1
Tristan Mercier,7,0
Agathe du Adam,11,0
Richard Ramos-Marchand,18,0
Xavier Martins Le Navarro,57,1
Georges Mary-Parent,70,1
Alexandria Godard,45,1
Alexandre Noël,40,1
Victoire Valette,13,0
Margaux Gillet-Bertrand,3,0
Gérard Rey,82,1
Édith Alexandre,67,1
Christine Lefort,21,0
Adrien Hebert,18,0
Maryse Carpentier-Rousseau,49,1
Zacharie Munoz,73,1
René Laroche,52,1
Claire Evrard Le Ribeiro,11,0
Gérard Charrier,29,1
Daniel Lenoir du Briand,67,1
Isaac Leclerc,13,0
Anaïs Lecoq,53,1
Georges Brunel,52,1
Élise Maillard-Hernandez,78,1
Adélaïde Pascal,4,0
Nicolas Lagarde,56,1
Jeannine-Paulette Lebon,76,1
Claude Masson,23,1
Adrienne Bouchet,90,1
Christine Bourdon,55,1
Gabrielle Joly,51,0
Margaux Dupuis,76,1
Anastasie Carlier,31,0
Charlotte Gilbert,40,0
Roland Lemaire,55,1
Audrey Courtois,29,0
Richard Brunet-Maury,14,0
Xavier Ledoux,66,1
Noémi-Michèle Schmitt,48,1
Augustin Duhamel,71,0
Olivier Vallée,7,0
Raymond Schneider,19,0
Denise Hubert,36,1
Anaïs Le Nguyen,23,0
Laurent de la Carlier,51,1
Marc Nicolas-Simon,19,0
Hélène Jacquot de Besnard,73,1
Valentine Guérin,41,1
Amélie du Gaillard,27,1
Jérôme Grondin Le Delaunay,70,1
Dominique Gomez,48,1
Anastasie Roche de Moulin,11,0
Marianne Gauthier,26,1
Victoire Girard,5,0
Bertrand Morel de la Guillet,38,1
Élise Lelièvre,50,1
Théodore Roy,46,1
Benoît Lucas-Lopez,87,1
Gilbert Dufour-Noël,49,1
Lucas Blondel,84,1
Patrick Julien,72,1
Franck Menard,89,1
Madeleine Fleury,18,0
Audrey Alexandre,76,0
Emmanuelle Moreau,8,0
Geneviève Poirier,77,1
Thibault Meunier,44,1
Clémence Brunet,21,1
Marthe du Boutin,55,1
Martin Camus,76,1
Anne Sauvage,43,1
Catherine Duhamel,36,1
David Millet,90,0
Gilbert Pages,26,1
Gilbert Brun,87,1
Denise Potier,5,0
Anaïs Imbert,14,0
William Deschamps,52,1
Sébastien Monnier,58,1
Noël Robert,90,1
Margot Blot,2,0
Hélène Dupuy,14,0
Véronique de la Moreno,90,1
Monique-Nathalie Brun,71,0
Emmanuel Brun,39,1
Paul Lejeune,66,1
Antoine Lenoir,92,1
Franck-Louis Hubert,87,1
Franck Bouvier Le Martin,77,1
Claude Munoz,5,0
Stéphane de Tessier,65,1
Alexandria Baudry,92,0
Caroline Noël,22,0
Adrien Gimenez,23,1
Victoire-Diane Letellier,3,0
Julien Delorme-Poulain,92,0
Lucas Schmitt du Delattre,69,1
Noémi Maurice,36,0
Gabrielle Paul,61,1
Anastasie Leduc,28,1
Zacharie Le Marchal,46,1
Alexandre Lemonnier Le Collin,91,1
Aurélie Léger,2,0
Zoé Munoz-Bègue,90,1
Isabelle Le Wagner,3,0
Gilbert Julien,67,1
Nath Gomes,12,0
Claire Le Lopez,74,1
Laurent Perrier-Becker,8,0
Victor Pages,43,1
André de la Andre,16,0
Alice Michel de Bazin,63,0
Jeannine Mendès,75,1
Benjamin Lecomte,86,0
Capucine Monnier-Georges,20,1
Colette de Morin,15,0
Susanne Le Da Costa,37,1
Joseph Grenier,1,0
Paulette Bonnin,12,0
Daniel Vasseur de Delahaye,69,1
Laurent Clerc de la Raynaud,88,1
Théodore-Thierry Camus,88,0
Sophie Guillou,68,1
Julien Arnaud,53,1
Audrey Robert,33,1
Simone-Joséphine Boutin,50,1
Christophe Pruvost,6,0
William de Paris,86,1
Hugues Mercier,92,1
Sophie Moreau,32,1
Camille Robin,75,1
Yves-Roger Perret,79,1
Alix Klein,48,1
Luc-Noël Collin,34,1
David Le Gall,1,0
Daniel Laurent,20,0
Louis Rodriguez,37,1
Jacques du Labbé,30,1
Andrée Boulanger-Laporte,41,1
William Rolland,1,0
Thomas-Henri Ramos,62,1
Vincent Grondin,82,1
Monique Morin,77,1
Margot Gimenez,15,0
Clémence Riou,86,1
Astrid Lefort-Guibert,87,1
Alain Rémy,49,1
Pierre Fernandez,22,1
Théophile Lecoq,8,0
Brigitte Guérin,10,0
Michèle Prévost-Techer,50,1
Pénélope Daniel-David,77,1
Georges Tanguy,57,0
Hélène Gilles,36,1
Daniel Marin,43,1
Gabriel Pasquier du Cousin,22,1
Véronique Guillou,68,1
Roland Camus,47,1
Philippe Imbert,21,0
Xavier Philippe,22,1
Xavier du Ledoux,21,1
Josette Valentin Le Martineau,13,0
Josette Joubert,35,1
Amélie-Élisabeth Chevalier,3,0
Zacharie-Victor Millet,91,1
Laetitia de Cordier,68,1
Benjamin Dias-Dupont,0,0
Marguerite Aubry du Durand,86,1
Alexandria de Traore,15,0
Jeannine Bazin,37,1
Alexandrie Dijoux,70,0
Luc de la Maillet,37,1
Amélie Ollivier de Letellier,37,1
Marcel Bègue,82,1
Françoise Albert,16,0
Arnaude Aubert de Munoz,68,0
Laurence Pages,62,1
Véronique Michel,85,0
Zacharie Laine,27,1
Stéphane Rodrigues,92,1
Gabriel du Carpentier,89,1
Pénélope Moreno,19,0
Henri Valentin,74,1
Marine Toussaint du Rocher,16,0
Hélène Verdier,44,1
Vincent Morin,35,1
Étienne Alexandre,87,1
Agathe Teixeira,60,1
Édouard Paris,25,1
Suzanne Blin,16,0
Joséphine Brun,78,1
Françoise Charles,14,0
François de la Bazin,35,1
René Richard-Hamon,17,0
Joseph de Mendès,92,1
Olivie Tanguy,40,1
Victor Giraud de Leroux,35,1
Auguste Olivier,92,1
Roland Olivier,62,0
Victoire Buisson,69,1
Audrey Delorme,42,1
Marcelle Da Silva,76,1
Georges Lebrun-Ferreira,67,1
Édouard Le Mercier,32,1
Benoît-Thibault Alexandre,39,1
Adrien Carlier,79,1
Suzanne Lesage,62,1
Laurence de Charrier,53,1
Étienne-Guillaume Le Gall,51,1
Léon Alves,60,1
Sébastien Bertin,77,0
Théophile-Thomas Buisson,6,0
Gilles Chevalier,41,1
Dominique de Toussaint,9,0
Étienne Chrétien,52,1
Susanne Martinez,59,1
Paul Le Arnaud,69,1
Sébastien Teixeira,17,0
Monique De Sousa,64,0
Maggie Delannoy,11,0
Alexandrie du Couturier,44,0
Yves du Descamps,26,1
Valérie Samson-Blanc,72,0
Marcel-Théophile Loiseau,36,1
Yves-Charles Paris,27,1
Philippe Bruneau,69,1
Émile Bonnin,34,1
Émile-Grégoire Guillet,85,0
Claire Lefort,15,0
Éric de Lejeune,85,1
Édouard Blanchard-Bodin,32,1
Raymond Robin,89,1
Claude Henry,2,0
Gilles-Noël Guillet,7,0
Alphonse Bernard,73,1
Frédéric Pruvost de Menard,1,0
Margaud-Marine Martins,44,1
Isabelle Lesage,51,1
Édith du Thomas,31,1
Clémence Carlier-Barbier,24,1
François Le Georges,17,0
Alex Vallée,68,1
René du Maurice,88,1
Brigitte Leroy,82,1
Lorraine Parent,34,1
Gilbert Thibault-Dupuis,3,0
Franck Gros,15,0
Alain Dufour,11,0
Maurice Joubert,84,1
Arthur Texier,1,0
Laetitia Rodrigues,73,1
Constance Dos Santos de Blanchard,5,0
Véronique Buisson,39,1
Jeanne Coste,86,1
Michel Morel,6,0
Emmanuel Blondel-Boutin,11,0
Olivie Rossi,73,0
David Aubert,15,0
Sylvie Bazin du Dupuy,17,0
Aimée Andre,19,0
Éléonore Roussel,48,1
Juliette Riou de Bègue,83,1
Éléonore Brunet,42,0
Frédérique Blin du Andre,4,0
Patrick Hoareau,42,1
Hugues Diaz-Maillot,85,0
Émilie Courtois-Ferreira,13,0
Gilles Legros Le Dupré,64,1
Lucy Bruneau,56,1
Agathe Ramos du Gay,38,1
Susanne de la Lesage,46,1
Michelle Clément,67,1
Alain De Sousa,45,0
Martin Delahaye,82,1
Guillaume Benoit,59,1
Édouard Philippe,69,0
Aimée Blot,21,1
Philippe Bonnin,23,1
Joseph Blanc,69,1
Aimé Auger,35,1
Gabrielle Thomas,64,1
Luce Ollivier,45,1
Sébastien Monnier-Gauthier,59,1
Grégoire Guilbert du Leroy,37,1
Daniel Le Pascal,65,1
Nath Pasquier de Raymond,41,1
Alexandria Dijoux,58,1
Luce du Payet,30,1
Martin Lopez,29,1
Luc Normand,87,1
Frédéric Dufour-Diallo,5,0
Monique Lévêque,77,0
Margaux Launay,9,0
Lorraine Dumas,90,1
Sabine Launay-Caron,53,1
Benoît Garnier-Laroche,1,0
Audrey Étienne,58,1
Vincent De Sousa,63,1
Michelle Allard,41,1
Sophie Langlois,90,1
Julie Legrand-Bouchet,50,1
Arnaude Étienne,45,1
Caroline Rossi Le Chartier,38,1
Alfred Germain,82,1
Élodie Dijoux,34,1
Martine Bonnin,4,0
Gilbert Benard,73,1
Auguste Martel,83,1
Éric du Adam,65,1
Patricia Camus,13,0
Inès Marchand du Marie,39,1
Charles du Raynaud,36,1
Sophie Dufour,0,0
Agnès Le Rodrigues,32,1
Alain Paris,25,0
Geneviève Pages,19,0
Joseph Fernandes-Petitjean,50,1
Adrienne Chrétien,51,1
Manon de Pons,56,1
Maryse Perez,37,1
Rémy Lemoine,29,1
Margaud-Danielle Traore,65,1
Julien de la Marin,50,1
Isaac du Pages,60,1
Michel Boulay,14,0
Daniel Le Bonnin,38,1
Anne Aubry,1,0
Nicolas Chartier,63,1
Simone Pineau du Jacques,85,1
Aurélie Chauvin,73,1
Victor-Nicolas Texier,43,0
Vincent Bouvet,18,0
Claudine Lopes,43,1
Claude Laurent-Cohen,27,1
Anastasie Marques,13,0
Gilles Le Bonnet,51,1
Guillaume Lemonnier-Diaz,38,1
Guillaume Chevalier,6,0
Hugues Léger de Guérin,18,0
Franck Martins-Briand,1,0
Nathalie Bodin,80,1
Denise Renard,4,0
Vincent Gimenez,51,1
Michel Thierry,4,0
Édith Fabre,74,0
Simone Paul,75,1
Stéphane Pruvost,11,0
Audrey David Le Blot,36,1
Paulette Dufour,70,0
Maurice De Oliveira,81,1
Danielle Renard,91,1
Émilie Mercier,18,0
Pierre Peron,75,1
Alexandrie Bègue Le Simon,68,1
Claire Renaud-Lemaire,6,0
Stéphanie Perez,81,1
Honoré Marie,12,0
Adrienne Peron,54,1
Anastasie-Geneviève Gosselin,5,0
Alice Le Dumas,85,1
Richard Philippe,36,0
David Ferreira,14,0
Maggie Pires,65,1
Olivier Carpentier,7,0
Élisabeth Petitjean,49,1
Sébastien Leduc du Leleu,59,1
Victoire Launay-Rolland,59,1
Théodore Boulanger,80,1
Maurice Boulay,66,1
Guillaume Marin du Texier,17,0
Lucy Le Pelletier,17,0
Laure Hubert,80,1
David Le Gall de Martinez,74,1
Constance Petitjean-Jacquot,47,1
David Lenoir,14,0
William Mahe de la Mendès,19,0
Diane Le Goff,42,1
Lucas Thierry de Louis,4,0
Zoé Torres,90,1
Nath Rousseau,16,0
Célina-Célina Joseph,24,0
Louis Julien,70,1
Susan Roy,54,1
Marthe Jacques,50,1
Marine Olivier,58,1
Margot Hardy,77,1
Mathilde Perret,82,1
Margot Faivre,37,1
Édith Tanguy,24,1
Adrien-Yves Guérin,41,1
Danielle Ramos,62,1
Rémy Cohen,63,1
Thérèse Blanc-Imbert,29,1
Bertrand Rodriguez,0,0
Théophile-Raymond Gimenez,39,0
Hélène Lopes,74,1
Martine Godard,57,1
Constance Durand,57,1
Franck Hervé de Hernandez,12,0
Jacques Besson,53,1
Margot Mercier de Pichon,10,0
Richard Morin,45,1
Xavier Perrier-Lenoir,37,1
Michel Rodriguez,38,1
Noémi Bourgeois,30,1
Luc Laine,70,1
Juliette Paris,41,1
Dominique Blondel,51,0
Isaac-Gilbert De Oliveira,84,0
Patrick-Alain Coste,77,1
Nathalie de la Rossi,72,0
Michel Thibault,89,0
Joséphine Nicolas,89,0
Josette Daniel-Lambert,39,1
Patricia-Dominique Barre,45,1
Maurice-Antoine Bruneau,55,1
Jean Lejeune Le Costa,10,0
Célina Imbert,87,1
Nathalie du Diaz,55,1
Josette Ferrand-Hamel,32,1
Alfred Moreno,36,1
Henri Rousset,87,1
Dominique Fabre,0,0
Anouk Philippe,71,0
Robert Blanc-Guillot,42,1
Benjamin Leclerc,49,1
Charles Nicolas-Lagarde,46,1
Henriette Imbert,67,1
Nicole Voisin du Leblanc,49,1
Dominique Marion,27,1
Caroline Michel,2,0
Amélie Rousset Le Vallet,24,1
Odette Deschamps,29,1
Camille Letellier-Turpin,73,1
Henri-Daniel Bouvier,15,0
Thérèse Marie,10,0
Maurice Pineau,3,0
Robert Fernandes,33,1
Josette Fernandes,52,1
Sophie Le Pineau,58,1
Audrey Guérin,90,1
Bernadette Dupuy,9,0
Georges Gomez,21,1
Océane Normand,70,1
Gilbert Poulain,5,0
Christophe du Lefebvre,7,0
Frédéric du Guillot,10,0
Alexandria Labbé,91,1
Adrienne-Antoinette Garnier,46,1
Eugène Delannoy,41,1
Laure Joubert,53,1
Michèle Vidal,41,1
Colette Chartier,42,1
Jacques Barbe,41,1
Noël Hebert,72,1
Margot Navarro,50,1
Honoré Vincent,82,0
Audrey Bailly,46,1
Sabine Lebreton-Clément,13,0
Marie Langlois,40,0
Philippe Roy,22,1
Michel-Christophe Valentin,33,1
Pauline de Dupont,45,1
Adrien Raymond,8,0
Isabelle Bernier,32,1
David Laroche Le Hebert,19,0
Henri Lenoir-Potier,8,0
Georges Masse,49,1
Margot Gimenez-Bègue,15,0
André Maillet,91,0
Léon Benard,47,0
Louis Fleury,87,1
Louise Vallée de Rossi,72,1
Christiane Barre-Bonnin,30,1
Josette Masson de la Neveu,52,1
Véronique Blondel,48,1
Théophile-Augustin Laurent,7,0
Laurence Lopes,51,1
Valérie Costa,77,1
Christiane Ruiz-Garnier,55,0
Jean de Hoareau,54,1
Alain Moreno,50,1
Marthe Fontaine,44,1
Sébastien De Oliveira,61,1
Marine Couturier,40,1
Marine Bodin,24,1
François Blanc,33,1
Cécile Bertin,26,0
Emmanuelle Lejeune,64,1
Gérard de Aubry,20,1
Marcel Denis,27,1
Anastasie de Vaillant,5,0
Matthieu Bertrand-Lejeune,22,1
Alain Langlois de la Vincent,33,1
Eugène Le Voisin,19,0
Susanne Gosselin,42,1
Georges Fouquet du Rodriguez,85,1
Luc du Da Silva,72,0
Julie Rey,88,1
Adèle Giraud du Fabre,21,0
Victoire Gallet,24,1
Frédéric Leclerc,59,1
Thierry Leclercq,53,1
Denise Lemonnier,56,0
Arthur Foucher,83,1
Pauline de Launay,38,1
Aimée Louis,50,0
Victor Coulon Le Daniel,13,0
Gérard Le Martineau,56,0
Xavier Moreau,35,1
