relative_to,sender,receiver,operator,type,date,amount
Frédéric Charles de la Pineau,Frédéric Charles de la Pineau,Virginie Diallo,moov,TRANSFER,2022-10-24,266900
Virginie Diallo,Frédéric Charles de la Pineau,Virginie Diallo,moov,RECEIPT,2022-10-24,266900
Frédéric Charles de la Pineau,Colette Baron,Frédéric Charles de la Pineau,moov,RECEIPT,2022-10-24,260200
Colette Baron,Colette Baron,Frédéric Charles de la Pineau,moov,TRANSFER,2022-10-24,260200
Frédéric Charles de la Pineau,,,moov,CASH_OUT,2022-10-24,352200
Frédéric Charles de la Pineau,,,moov,CASH_IN,2022-10-27,125100
Émile Gilles,,,moov,CASH_IN,2022-10-01,105200
Émile Gilles,Émile Gilles,Virginie Diallo,moov,TRANSFER,2022-10-02,30500
Virginie Diallo,Émile Gilles,Virginie Diallo,moov,RECEIPT,2022-10-02,30500
Émile Gilles,Hélène Durand-Bègue,Émile Gilles,moov,RECEIPT,2022-10-06,211900
Hélène Durand-Bègue,Hélène Durand-Bègue,Émile Gilles,moov,TRANSFER,2022-10-06,211900
Émile Gilles,Émile Gilles,Hélène Durand-Bègue,moov,TRANSFER,2022-10-13,243500
Hélène Durand-Bègue,Émile Gilles,Hélène Durand-Bègue,moov,RECEIPT,2022-10-13,243500
Émile Gilles,,,moov,CASH_IN,2022-10-15,65600
Émile Gilles,Hélène Durand-Bègue,Émile Gilles,moov,RECEIPT,2022-10-16,229200
Hélène Durand-Bègue,Hélène Durand-Bègue,Émile Gilles,moov,TRANSFER,2022-10-16,229200
Émile Gilles,,,moov,CASH_IN,2022-10-20,362900
Émile Gilles,,,moov,CASH_IN,2022-10-21,24000
Émile Gilles,Émile Gilles,Hélène Durand-Bègue,moov,TRANSFER,2022-10-23,192500
Hélène Durand-Bègue,Émile Gilles,Hélène Durand-Bègue,moov,RECEIPT,2022-10-23,192500
Émile Gilles,,,moov,CASH_IN,2022-10-23,288700
Émile Gilles,,,moov,CASH_OUT,2022-10-24,406900
Émile Gilles,Hélène Durand-Bègue,Émile Gilles,moov,RECEIPT,2022-10-26,201600
Hélène Durand-Bègue,Hélène Durand-Bègue,Émile Gilles,moov,TRANSFER,2022-10-26,201600
Théodore-Gérard Raymond,Nicolas Chartier,Théodore-Gérard Raymond,moov,RECEIPT,2022-11-12,418200
Nicolas Chartier,Nicolas Chartier,Théodore-Gérard Raymond,moov,TRANSFER,2022-11-12,418200
Théodore-Gérard Raymond,,,moov,CASH_IN,2022-11-17,331200
Émile Gilles,,,moov,CASH_IN,2022-11-09,216600
Émile Gilles,Agathe Masse,Émile Gilles,moov,RECEIPT,2022-11-11,491100
Agathe Masse,Agathe Masse,Émile Gilles,moov,TRANSFER,2022-11-11,491100
Émile Gilles,,,moov,CASH_OUT,2022-11-16,474100
Émile Gilles,Émile Gilles,Yves Richard,moov,TRANSFER,2022-11-17,103600
Yves Richard,Émile Gilles,Yves Richard,moov,RECEIPT,2022-11-17,103600
Émile Gilles,,,moov,CASH_OUT,2022-11-17,361200
Philippine de Brunet,Philippine de Brunet,Simone Leleu,moov,TRANSFER,2022-11-03,16300
Simone Leleu,Philippine de Brunet,Simone Leleu,moov,RECEIPT,2022-11-03,16300
Philippine de Brunet,,,moov,CASH_OUT,2022-11-12,267700
Philippine de Brunet,,,moov,CASH_IN,2022-11-16,73600
Philippine de Brunet,,,moov,CASH_IN,2022-11-24,158200
Honoré Lopes,Honoré Lopes,Victor Fournier-Rodriguez,moov,TRANSFER,2022-11-09,344100
Victor Fournier-Rodriguez,Honoré Lopes,Victor Fournier-Rodriguez,moov,RECEIPT,2022-11-09,344100
Honoré Lopes,,,moov,CASH_OUT,2022-11-10,224800
Honoré Lopes,Honoré Lopes,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-24,163900
Denise Gonzalez de Buisson,Honoré Lopes,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-24,163900
Christelle Jourdan,,,moov,CASH_IN,2022-11-02,62600
Christelle Jourdan,Christelle Jourdan,Alexandria Garnier,moov,TRANSFER,2022-11-15,318500
Alexandria Garnier,Christelle Jourdan,Alexandria Garnier,moov,RECEIPT,2022-11-15,318500
Christelle Jourdan,,,moov,CASH_IN,2022-11-21,266700
Christelle Jourdan,,,moov,CASH_OUT,2022-11-25,190500
Christelle Jourdan,,,moov,CASH_IN,2022-11-26,330700
Geneviève Pages,,,moov,CASH_IN,2022-11-18,338400
Hélène Durand-Bègue,Hélène Durand-Bègue,Alain Blanchet de Clerc,moov,TRANSFER,2022-11-02,454400
Alain Blanchet de Clerc,Hélène Durand-Bègue,Alain Blanchet de Clerc,moov,RECEIPT,2022-11-02,454400
Hélène Durand-Bègue,Frédéric Charles de la Pineau,Hélène Durand-Bègue,moov,RECEIPT,2022-11-13,210000
Frédéric Charles de la Pineau,Frédéric Charles de la Pineau,Hélène Durand-Bègue,moov,TRANSFER,2022-11-13,210000
Virginie Diallo,,,moov,CASH_OUT,2022-11-09,165900
Virginie Diallo,,,moov,CASH_OUT,2022-11-16,367400
Virginie Diallo,Virginie Diallo,Maryse Michaud,moov,TRANSFER,2022-11-26,466300
Maryse Michaud,Virginie Diallo,Maryse Michaud,moov,RECEIPT,2022-11-26,466300
Victor Fournier-Rodriguez,Victor Fournier-Rodriguez,Nathalie Auger,moov,TRANSFER,2022-11-11,329000
Nathalie Auger,Victor Fournier-Rodriguez,Nathalie Auger,moov,RECEIPT,2022-11-11,329000
Victor Fournier-Rodriguez,Georges Reynaud,Victor Fournier-Rodriguez,moov,RECEIPT,2022-11-12,319600
Georges Reynaud,Georges Reynaud,Victor Fournier-Rodriguez,moov,TRANSFER,2022-11-12,319600
Victor Fournier-Rodriguez,Victor Fournier-Rodriguez,Anastasie Guilbert,moov,TRANSFER,2022-11-15,243700
Anastasie Guilbert,Victor Fournier-Rodriguez,Anastasie Guilbert,moov,RECEIPT,2022-11-15,243700
Victor Fournier-Rodriguez,,,moov,CASH_OUT,2022-11-18,393000
Virginie Bonnin,Virginie Bonnin,Jules Thibault,moov,TRANSFER,2022-11-02,223700
Jules Thibault,Virginie Bonnin,Jules Thibault,moov,RECEIPT,2022-11-02,223700
Virginie Bonnin,Susan Marty,Virginie Bonnin,moov,RECEIPT,2022-11-06,10600
Susan Marty,Susan Marty,Virginie Bonnin,moov,TRANSFER,2022-11-06,10600
Virginie Bonnin,,,moov,CASH_IN,2022-11-11,35500
Virginie Bonnin,,,moov,CASH_IN,2022-11-11,425500
Virginie Bonnin,,,moov,CASH_OUT,2022-11-25,199700
Maryse Michaud,,,moov,CASH_IN,2022-11-19,30300
Maryse Michaud,Maryse Michaud,Isaac Hamon,moov,TRANSFER,2022-11-27,351300
Isaac Hamon,Maryse Michaud,Isaac Hamon,moov,RECEIPT,2022-11-27,351300
Maryse Michaud,Alain Blanchet de Clerc,Maryse Michaud,moov,RECEIPT,2022-11-27,353100
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Maryse Michaud,moov,TRANSFER,2022-11-27,353100
Anaïs Le Nguyen,,,moov,CASH_IN,2022-11-15,436700
Victoire Schmitt,,,moov,CASH_IN,2022-11-01,318100
Victoire Schmitt,,,moov,CASH_OUT,2022-11-20,202000
Victoire Schmitt,,,moov,CASH_IN,2022-11-22,305400
Victoire Schmitt,Victoire Schmitt,Charles Barthelemy du Valentin,moov,TRANSFER,2022-11-22,36000
Charles Barthelemy du Valentin,Victoire Schmitt,Charles Barthelemy du Valentin,moov,RECEIPT,2022-11-22,36000
Madeleine Colas,,,moov,CASH_OUT,2022-11-03,418400
Madeleine Colas,Madeleine Colas,Nicolas Chartier,moov,TRANSFER,2022-11-06,232200
Nicolas Chartier,Madeleine Colas,Nicolas Chartier,moov,RECEIPT,2022-11-06,232200
Madeleine Colas,,,moov,CASH_OUT,2022-11-10,483700
Alfred Vallée,,,moov,CASH_IN,2022-11-05,118100
Alfred Vallée,,,moov,CASH_OUT,2022-11-09,378600
Alfred Vallée,Alfred Vallée,Sébastien de la Chauvin,moov,TRANSFER,2022-11-22,45600
Sébastien de la Chauvin,Alfred Vallée,Sébastien de la Chauvin,moov,RECEIPT,2022-11-22,45600
Alfred Vallée,Alfred Vallée,Michel Mercier-Camus,moov,TRANSFER,2022-11-22,196400
Michel Mercier-Camus,Alfred Vallée,Michel Mercier-Camus,moov,RECEIPT,2022-11-22,196400
Alfred Vallée,,,moov,CASH_OUT,2022-11-26,246700
André Fleury-Bourgeois,,,moov,CASH_IN,2022-11-16,330200
André Fleury-Bourgeois,,,moov,CASH_IN,2022-11-22,250100
Alexandria Garnier,,,moov,CASH_IN,2022-11-01,428600
Alexandria Garnier,Alexandria Garnier,Émile Payet Le Benard,moov,TRANSFER,2022-11-15,69700
Émile Payet Le Benard,Alexandria Garnier,Émile Payet Le Benard,moov,RECEIPT,2022-11-15,69700
Alexandria Garnier,Alexandria Garnier,Sabine Baron-Leroy,moov,TRANSFER,2022-11-18,246700
Sabine Baron-Leroy,Alexandria Garnier,Sabine Baron-Leroy,moov,RECEIPT,2022-11-18,246700
Alexandria Garnier,Alexandria Garnier,Georges Reynaud,moov,TRANSFER,2022-11-22,463900
Georges Reynaud,Alexandria Garnier,Georges Reynaud,moov,RECEIPT,2022-11-22,463900
Georges Étienne,Thierry Gomes,Georges Étienne,moov,RECEIPT,2022-11-05,254400
Thierry Gomes,Thierry Gomes,Georges Étienne,moov,TRANSFER,2022-11-05,254400
Georges Étienne,,,moov,CASH_IN,2022-11-14,147500
Georges Étienne,Grégoire Philippe,Georges Étienne,moov,RECEIPT,2022-11-15,424800
Grégoire Philippe,Grégoire Philippe,Georges Étienne,moov,TRANSFER,2022-11-15,424800
Georges Étienne,,,moov,CASH_OUT,2022-11-25,173900
Tristan de la Maurice,Tristan de la Maurice,Susan Marty,moov,TRANSFER,2022-11-09,323600
Susan Marty,Tristan de la Maurice,Susan Marty,moov,RECEIPT,2022-11-09,323600
Tristan de la Maurice,Tristan de la Maurice,Étienne-Laurent Marty,moov,TRANSFER,2022-11-23,171800
Étienne-Laurent Marty,Tristan de la Maurice,Étienne-Laurent Marty,moov,RECEIPT,2022-11-23,171800
Tristan de la Maurice,,,moov,CASH_OUT,2022-11-26,454200
Tristan de la Maurice,,,moov,CASH_OUT,2022-11-26,27900
Tristan de la Maurice,,,moov,CASH_IN,2022-11-27,86600
Grégoire Philippe,Émile Payet Le Benard,Grégoire Philippe,moov,RECEIPT,2022-11-03,204700
Émile Payet Le Benard,Émile Payet Le Benard,Grégoire Philippe,moov,TRANSFER,2022-11-03,204700
Grégoire Philippe,Jules Thibault,Grégoire Philippe,moov,RECEIPT,2022-11-05,341800
Jules Thibault,Jules Thibault,Grégoire Philippe,moov,TRANSFER,2022-11-05,341800
Grégoire Philippe,Édith Brunet-Le Roux,Grégoire Philippe,moov,RECEIPT,2022-11-13,12700
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Grégoire Philippe,moov,TRANSFER,2022-11-13,12700
Grégoire Philippe,,,moov,CASH_IN,2022-11-15,411300
Jules Thibault,,,moov,CASH_IN,2022-11-01,144700
Jules Thibault,Susan Marty,Jules Thibault,moov,RECEIPT,2022-11-04,45400
Susan Marty,Susan Marty,Jules Thibault,moov,TRANSFER,2022-11-04,45400
Jules Thibault,,,moov,CASH_OUT,2022-11-05,79700
Jules Thibault,,,moov,CASH_IN,2022-11-21,40900
Jules Thibault,,,moov,CASH_IN,2022-11-27,344500
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-05,66100
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Agnès Regnier Le Da Costa,moov,TRANSFER,2022-11-06,21800
Agnès Regnier Le Da Costa,Alain Blanchet de Clerc,Agnès Regnier Le Da Costa,moov,RECEIPT,2022-11-06,21800
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-06,117600
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-07,210300
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-09,390200
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-10,134600
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-10,231000
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-11-11,3200
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Agnès Regnier Le Da Costa,moov,TRANSFER,2022-11-14,455100
Agnès Regnier Le Da Costa,Alain Blanchet de Clerc,Agnès Regnier Le Da Costa,moov,RECEIPT,2022-11-14,455100
Alain Blanchet de Clerc,Agnès Regnier Le Da Costa,Alain Blanchet de Clerc,moov,RECEIPT,2022-11-16,244300
Agnès Regnier Le Da Costa,Agnès Regnier Le Da Costa,Alain Blanchet de Clerc,moov,TRANSFER,2022-11-16,244300
Alain Blanchet de Clerc,Chantal Dupuis,Alain Blanchet de Clerc,moov,RECEIPT,2022-11-16,492300
Chantal Dupuis,Chantal Dupuis,Alain Blanchet de Clerc,moov,TRANSFER,2022-11-16,492300
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Simone Leleu,moov,TRANSFER,2022-11-18,179200
Simone Leleu,Alain Blanchet de Clerc,Simone Leleu,moov,RECEIPT,2022-11-18,179200
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-18,262500
Alain Blanchet de Clerc,Thibault du Dupont,Alain Blanchet de Clerc,moov,RECEIPT,2022-11-18,49900
Thibault du Dupont,Thibault du Dupont,Alain Blanchet de Clerc,moov,TRANSFER,2022-11-18,49900
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Isaac Hamon,moov,TRANSFER,2022-11-19,78900
Isaac Hamon,Alain Blanchet de Clerc,Isaac Hamon,moov,RECEIPT,2022-11-19,78900
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-11-20,148800
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Bernard Traore,moov,TRANSFER,2022-11-21,38300
Bernard Traore,Alain Blanchet de Clerc,Bernard Traore,moov,RECEIPT,2022-11-21,38300
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-11-21,411000
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Stéphanie Mace,moov,TRANSFER,2022-11-22,163200
Stéphanie Mace,Alain Blanchet de Clerc,Stéphanie Mace,moov,RECEIPT,2022-11-22,163200
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-11-22,304300
Alain Blanchet de Clerc,Adrienne Le Leroux,Alain Blanchet de Clerc,moov,RECEIPT,2022-11-24,297400
Adrienne Le Leroux,Adrienne Le Leroux,Alain Blanchet de Clerc,moov,TRANSFER,2022-11-24,297400
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-11-24,479000
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Charlotte Dupont,moov,TRANSFER,2022-11-01,290400
Charlotte Dupont,Suzanne-Nathalie Bouvet,Charlotte Dupont,moov,RECEIPT,2022-11-01,290400
Suzanne-Nathalie Bouvet,,,moov,CASH_IN,2022-11-02,258100
Suzanne-Nathalie Bouvet,,,moov,CASH_OUT,2022-11-07,495600
Suzanne-Nathalie Bouvet,,,moov,CASH_IN,2022-11-08,468000
Suzanne-Nathalie Bouvet,,,moov,CASH_IN,2022-11-08,368900
Suzanne-Nathalie Bouvet,,,moov,CASH_OUT,2022-11-09,291300
Suzanne-Nathalie Bouvet,Thierry Goncalves,Suzanne-Nathalie Bouvet,moov,RECEIPT,2022-11-10,177100
Thierry Goncalves,Thierry Goncalves,Suzanne-Nathalie Bouvet,moov,TRANSFER,2022-11-10,177100
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Matthieu Letellier,moov,TRANSFER,2022-11-11,381400
Matthieu Letellier,Suzanne-Nathalie Bouvet,Matthieu Letellier,moov,RECEIPT,2022-11-11,381400
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Océane Diallo,moov,TRANSFER,2022-11-13,131300
Océane Diallo,Suzanne-Nathalie Bouvet,Océane Diallo,moov,RECEIPT,2022-11-13,131300
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Vincent Gosselin de la Mallet,moov,TRANSFER,2022-11-14,373700
Vincent Gosselin de la Mallet,Suzanne-Nathalie Bouvet,Vincent Gosselin de la Mallet,moov,RECEIPT,2022-11-14,373700
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Matthieu Letellier,moov,TRANSFER,2022-11-14,43900
Matthieu Letellier,Suzanne-Nathalie Bouvet,Matthieu Letellier,moov,RECEIPT,2022-11-14,43900
Suzanne-Nathalie Bouvet,Charles François,Suzanne-Nathalie Bouvet,moov,RECEIPT,2022-11-15,163200
Charles François,Charles François,Suzanne-Nathalie Bouvet,moov,TRANSFER,2022-11-15,163200
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Capucine Didier,moov,TRANSFER,2022-11-15,279800
Capucine Didier,Suzanne-Nathalie Bouvet,Capucine Didier,moov,RECEIPT,2022-11-15,279800
Suzanne-Nathalie Bouvet,Alexandre Bonnet,Suzanne-Nathalie Bouvet,moov,RECEIPT,2022-11-16,260200
Alexandre Bonnet,Alexandre Bonnet,Suzanne-Nathalie Bouvet,moov,TRANSFER,2022-11-16,260200
Suzanne-Nathalie Bouvet,,,moov,CASH_OUT,2022-11-16,146900
Suzanne-Nathalie Bouvet,Aurélie-Odette Deschamps,Suzanne-Nathalie Bouvet,moov,RECEIPT,2022-11-19,394600
Aurélie-Odette Deschamps,Aurélie-Odette Deschamps,Suzanne-Nathalie Bouvet,moov,TRANSFER,2022-11-19,394600
Suzanne-Nathalie Bouvet,,,moov,CASH_OUT,2022-11-23,88200
Suzanne-Nathalie Bouvet,Christelle Riou,Suzanne-Nathalie Bouvet,moov,RECEIPT,2022-11-23,168500
Christelle Riou,Christelle Riou,Suzanne-Nathalie Bouvet,moov,TRANSFER,2022-11-23,168500
Suzanne-Nathalie Bouvet,,,moov,CASH_OUT,2022-11-24,372000
Suzanne-Nathalie Bouvet,,,moov,CASH_IN,2022-11-25,347300
Suzanne-Nathalie Bouvet,Suzanne-Nathalie Bouvet,Alexandre Bonnet,moov,TRANSFER,2022-11-26,471200
Alexandre Bonnet,Suzanne-Nathalie Bouvet,Alexandre Bonnet,moov,RECEIPT,2022-11-26,471200
Suzanne-Nathalie Bouvet,,,moov,CASH_IN,2022-11-27,200100
Agathe Masse,Agathe Masse,Aurore Le Carlier,moov,TRANSFER,2022-11-01,393200
Aurore Le Carlier,Agathe Masse,Aurore Le Carlier,moov,RECEIPT,2022-11-01,393200
Agathe Masse,Agathe Masse,Agathe Gomez,moov,TRANSFER,2022-11-03,120300
Agathe Gomez,Agathe Masse,Agathe Gomez,moov,RECEIPT,2022-11-03,120300
Agathe Masse,,,moov,CASH_OUT,2022-11-05,62900
Agathe Masse,Frédéric Lombard,Agathe Masse,moov,RECEIPT,2022-11-05,97600
Frédéric Lombard,Frédéric Lombard,Agathe Masse,moov,TRANSFER,2022-11-05,97600
Agathe Masse,Agathe Masse,Adrienne Le Leroux,moov,TRANSFER,2022-11-09,121200
Adrienne Le Leroux,Agathe Masse,Adrienne Le Leroux,moov,RECEIPT,2022-11-09,121200
Agathe Masse,,,moov,CASH_OUT,2022-11-10,245800
Agathe Masse,,,moov,CASH_OUT,2022-11-11,24600
Agathe Masse,Agathe Masse,Émile Marion,moov,TRANSFER,2022-11-13,30800
Émile Marion,Agathe Masse,Émile Marion,moov,RECEIPT,2022-11-13,30800
Agathe Masse,,,moov,CASH_OUT,2022-11-13,55700
Agathe Masse,,,moov,CASH_IN,2022-11-14,247900
Agathe Masse,Agathe Masse,Sylvie Baron,moov,TRANSFER,2022-11-15,385300
Sylvie Baron,Agathe Masse,Sylvie Baron,moov,RECEIPT,2022-11-15,385300
Agathe Masse,Agathe Masse,Nicolas Cousin-Dufour,moov,TRANSFER,2022-11-15,140900
Nicolas Cousin-Dufour,Agathe Masse,Nicolas Cousin-Dufour,moov,RECEIPT,2022-11-15,140900
Agathe Masse,,,moov,CASH_OUT,2022-11-17,465800
Agathe Masse,Philippe Hubert,Agathe Masse,moov,RECEIPT,2022-11-17,332600
Philippe Hubert,Philippe Hubert,Agathe Masse,moov,TRANSFER,2022-11-17,332600
Agathe Masse,Agnès Regnier Le Da Costa,Agathe Masse,moov,RECEIPT,2022-11-17,302600
Agnès Regnier Le Da Costa,Agnès Regnier Le Da Costa,Agathe Masse,moov,TRANSFER,2022-11-17,302600
Agathe Masse,Frédéric Lombard,Agathe Masse,moov,RECEIPT,2022-11-18,458700
Frédéric Lombard,Frédéric Lombard,Agathe Masse,moov,TRANSFER,2022-11-18,458700
Agathe Masse,Anastasie Guilbert,Agathe Masse,moov,RECEIPT,2022-11-19,441500
Anastasie Guilbert,Anastasie Guilbert,Agathe Masse,moov,TRANSFER,2022-11-19,441500
Agathe Masse,Agathe Masse,Thibault du Dupont,moov,TRANSFER,2022-11-20,380500
Thibault du Dupont,Agathe Masse,Thibault du Dupont,moov,RECEIPT,2022-11-20,380500
Agathe Masse,,,moov,CASH_OUT,2022-11-21,188600
Agathe Masse,,,moov,CASH_IN,2022-11-25,163600
Agathe Masse,,,moov,CASH_IN,2022-11-25,476700
Agathe Masse,Agathe Masse,Corinne Fabre,moov,TRANSFER,2022-11-26,166700
Corinne Fabre,Agathe Masse,Corinne Fabre,moov,RECEIPT,2022-11-26,166700
Agathe Masse,Agathe Masse,Victor de Meyer,moov,TRANSFER,2022-11-26,412400
Victor de Meyer,Agathe Masse,Victor de Meyer,moov,RECEIPT,2022-11-26,412400
Agathe Masse,Agathe Masse,Capucine Didier,moov,TRANSFER,2022-11-26,203700
Capucine Didier,Agathe Masse,Capucine Didier,moov,RECEIPT,2022-11-26,203700
Agathe Masse,Agathe Masse,Édith Brunet-Le Roux,moov,TRANSFER,2022-11-27,399200
Édith Brunet-Le Roux,Agathe Masse,Édith Brunet-Le Roux,moov,RECEIPT,2022-11-27,399200
Nicolas Chartier,Marine Couturier,Nicolas Chartier,moov,RECEIPT,2022-11-02,68300
Marine Couturier,Marine Couturier,Nicolas Chartier,moov,TRANSFER,2022-11-02,68300
Nicolas Chartier,,,moov,CASH_IN,2022-11-02,8700
Nicolas Chartier,,,moov,CASH_OUT,2022-11-03,79900
Nicolas Chartier,Nicolas Chartier,Christine Albert,moov,TRANSFER,2022-11-04,219400
Christine Albert,Nicolas Chartier,Christine Albert,moov,RECEIPT,2022-11-04,219400
Nicolas Chartier,,,moov,CASH_OUT,2022-11-06,418100
Nicolas Chartier,Nicolas Chartier,Laetitia Chrétien,moov,TRANSFER,2022-11-06,59200
Laetitia Chrétien,Nicolas Chartier,Laetitia Chrétien,moov,RECEIPT,2022-11-06,59200
Nicolas Chartier,,,moov,CASH_IN,2022-11-06,393800
Nicolas Chartier,Colette Baron,Nicolas Chartier,moov,RECEIPT,2022-11-07,449900
Colette Baron,Colette Baron,Nicolas Chartier,moov,TRANSFER,2022-11-07,449900
Nicolas Chartier,Nicolas Chartier,Chantal Dupuis,moov,TRANSFER,2022-11-10,45300
Chantal Dupuis,Nicolas Chartier,Chantal Dupuis,moov,RECEIPT,2022-11-10,45300
Nicolas Chartier,,,moov,CASH_IN,2022-11-10,239600
Nicolas Chartier,,,moov,CASH_OUT,2022-11-10,490200
Nicolas Chartier,Alexandria Bazin-Lacombe,Nicolas Chartier,moov,RECEIPT,2022-11-11,148000
Alexandria Bazin-Lacombe,Alexandria Bazin-Lacombe,Nicolas Chartier,moov,TRANSFER,2022-11-11,148000
Nicolas Chartier,,,moov,CASH_OUT,2022-11-12,308300
Nicolas Chartier,Frédéric Charles de la Pineau,Nicolas Chartier,moov,RECEIPT,2022-11-17,220500
Frédéric Charles de la Pineau,Frédéric Charles de la Pineau,Nicolas Chartier,moov,TRANSFER,2022-11-17,220500
Nicolas Chartier,Nicolas Chartier,Constance Bousquet,moov,TRANSFER,2022-11-18,357100
Constance Bousquet,Nicolas Chartier,Constance Bousquet,moov,RECEIPT,2022-11-18,357100
Nicolas Chartier,,,moov,CASH_IN,2022-11-18,289400
Nicolas Chartier,,,moov,CASH_IN,2022-11-20,189700
Nicolas Chartier,,,moov,CASH_IN,2022-11-22,22200
Nicolas Chartier,,,moov,CASH_OUT,2022-11-22,233400
Nicolas Chartier,Matthieu Letellier,Nicolas Chartier,moov,RECEIPT,2022-11-22,30500
Matthieu Letellier,Matthieu Letellier,Nicolas Chartier,moov,TRANSFER,2022-11-22,30500
Nicolas Chartier,,,moov,CASH_IN,2022-11-24,188300
Denise Gonzalez de Buisson,Corinne Fabre,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-01,466700
Corinne Fabre,Corinne Fabre,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-01,466700
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-03,445700
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-06,342700
Denise Gonzalez de Buisson,Émile Marion,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-08,338800
Émile Marion,Émile Marion,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-08,338800
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Émile Payet Le Benard,moov,TRANSFER,2022-11-08,344600
Émile Payet Le Benard,Denise Gonzalez de Buisson,Émile Payet Le Benard,moov,RECEIPT,2022-11-08,344600
Denise Gonzalez de Buisson,Étienne-Laurent Marty,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-10,30200
Étienne-Laurent Marty,Étienne-Laurent Marty,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-10,30200
Denise Gonzalez de Buisson,,,moov,CASH_IN,2022-11-12,278900
Denise Gonzalez de Buisson,Georges Reynaud,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-13,240600
Georges Reynaud,Georges Reynaud,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-13,240600
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Stéphanie Mace,moov,TRANSFER,2022-11-13,363000
Stéphanie Mace,Denise Gonzalez de Buisson,Stéphanie Mace,moov,RECEIPT,2022-11-13,363000
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-16,306400
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-16,247400
Denise Gonzalez de Buisson,Thierry Gomes,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-18,41300
Thierry Gomes,Thierry Gomes,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-18,41300
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-18,164900
Denise Gonzalez de Buisson,,,moov,CASH_IN,2022-11-19,168700
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-20,113800
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-22,259100
Denise Gonzalez de Buisson,,,moov,CASH_OUT,2022-11-22,239700
Denise Gonzalez de Buisson,Bernard Traore,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-23,120400
Bernard Traore,Bernard Traore,Denise Gonzalez de Buisson,moov,TRANSFER,2022-11-23,120400
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Aurélie-Odette Deschamps,moov,TRANSFER,2022-11-23,430100
Aurélie-Odette Deschamps,Denise Gonzalez de Buisson,Aurélie-Odette Deschamps,moov,RECEIPT,2022-11-23,430100
Denise Gonzalez de Buisson,,,moov,CASH_IN,2022-11-23,453100
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Stéphanie Pages de Delmas,moov,TRANSFER,2022-11-25,83500
Stéphanie Pages de Delmas,Denise Gonzalez de Buisson,Stéphanie Pages de Delmas,moov,RECEIPT,2022-11-25,83500
Denise Gonzalez de Buisson,Stéphanie Pages de Delmas,Denise Gonzalez de Buisson,moov,RECEIPT,2022-11-25,239300
