Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Julie Gilles,Féminin,"PLATEAU,IFANGNI,IFANGNI,IGOLO carré 2348",juliegilles@gmail.com,1996-11-06,+22995502842,expert bilan carbone
Alex Hamel,Masculin,"COUFFO,DJAKOTOMEY,KOKOHOUE,GBEMAHLOUEHOUE carré 7300",alexhamel@gmail.com,1971-04-12,+22995790293,restaurateur d'oeuvres d'art
Caroline Grégoire de Clerc,Féminin,"ALIBORI,SEGBANA,SOKOTINDJI,GBARANA carré 0487",none,2004-09-06,none,none
Bernadette Leclerc,Féminin,"ZOU,DJIDJA,DAN,DAN carré 7210",bernadetteleclerc@gmail.com,1977-07-01,+22964272290,conseiller en insertion sociale et professionnelle
Alice Torres du Delahaye,Féminin,"COLLINES,BANTE,GOUKA,GALATA carré 3438",alicetorresdudelahaye@gmail.com,1963-01-28,+22995459511,éclairagiste
Susan Vallet,Masculin,"ATACORA,NATITINGOU,NATITINGOU I,KANTCHAGOUTAMOU carré 8562",susanvallet@gmail.com,1957-07-06,+22954880354,chargé d'études en marketing
Marine Lopes Le Dijoux,Féminin,"ALIBORI,SEGBANA,SOKOTINDJI,POELA carré 1655",marinelopesledijoux@gmail.com,1998-11-01,+22995827836,technicien de maintenance industrielle
Noël-Michel Perrier,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,TOKAN carré 2962",none,2015-07-13,none,none
Dorothée Letellier,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,TOKPOTA DAVO carré 3177",dorothéeletellier@gmail.com,2003-02-11,+22964611181,acheteur d'espaces publicitaires
Constance Lefebvre de la Deschamps,Féminin,"ATACORA,KOUANDE,BIRNI,TASSIGOUROU carré 5877",constancelefebvredeladeschamps@gmail.com,1934-10-20,+22995578528,consultant en systèmes d'information
Véronique Mercier,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,AHOUANLEKO carré 2745",véroniquemercier@gmail.com,1992-12-25,+22995216344,canalisateur
Alexandrie Marchand,Féminin,"ATLANTIQUE,ZE,DAWE,DAWE-CENTRE carré 9160",none,2020-09-09,none,none
Christine Morvan,Féminin,"DONGA,DJOUGOU,BELLEFOUNGOU,BELLEFOUNGOU carré 1281",christinemorvan@gmail.com,1956-09-13,+22954962745,décolleteur
Victoire de la Lelièvre,Féminin,"ZOU,ZOGBODOMEY,CANA II,DOHOUNVE carré 2374",victoiredelalelièvre@gmail.com,1999-06-09,+22964159675,ingénieur plasturgiste
Henri Leduc de Guichard,Féminin,"ZOU,BOHICON,BOHICON I,SEHOUEHO HOUNDONHO carré 1095",henrileducdeguichard@gmail.com,1972-07-26,+22962579859,déménageur
Frédérique Gay,Féminin,"BORGOU,NIKKI,NIKKI,DONKPARAWI carré 8771",frédériquegay@gmail.com,1983-01-03,+22964877040,pâtissier
Éric Perret,Masculin,"MONO,COME,COME,DJACOTE carré 5746",éricperret@gmail.com,1940-02-09,+22995288846,technicien en traitement des déchets
Martine de la Da Costa,Féminin,"ATLANTIQUE,KPOMASSE,DEDOME,TELOKOE-AHOUYA carré 5545",martinedeladacosta@gmail.com,1972-01-27,+22995633646,mixeur son
Olivier Allain-Lucas,Masculin,"ZOU,BOHICON,BOHICON II,HONMEHO carré 9496",olivierallain-lucas@gmail.com,2002-07-14,+22995113476,conducteur routier routière
Louis Couturier,Masculin,"MONO,COME,COME,GADOME carré 3426",louiscouturier@gmail.com,1954-07-11,+22962490407,ingénieur logistique
Roland de la Rossi,Masculin,"BORGOU,NIKKI,NIKKI,SAKABANSI carré 0079",rolanddelarossi@gmail.com,1971-09-12,+22964070061,affûteur
Daniel Léger,Masculin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-CENTRE carré 4834",none,2020-05-26,none,none
Édouard Le Lucas,Masculin,"MONO,ATHIEME,ADOHOUN,KPODJI carré 3988",édouardlelucas@gmail.com,1971-02-24,+22964847467,développeur rural rurale humanitaire
Agnès Alves-Pierre,Masculin,"COLLINES,BANTE,ATOKOLIBE,AGBON carré 8341",none,2012-07-12,none,none
Lucy Letellier,Masculin,"ATLANTIQUE,ZE,ZE,SODJI carré 5974",lucyletellier@gmail.com,1932-01-14,+22964597284,technicien de la circulation ferroviaire SNCF
Daniel Besnard,Masculin,"ALIBORI,KARIMAMA,KOMPA,BANIZOUMBOU carré 5912",none,2011-10-11,none,none
Danielle Mary-Roche,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE  WECHINDAHOME carré 6017",daniellemary-roche@gmail.com,1950-06-07,+22995945297,chargé de référencement web
Pénélope Bouvet de la Auger,Féminin,"DONGA,COPARGO,SINGRE,CANA carré 3844",pénélopebouvetdelaauger@gmail.com,1992-09-08,+22995467499,comptable
Charlotte Marques-Dupuy,Féminin,"PLATEAU,ADJA-OUERE,OKO-AKARE,OGOUKPATE carré 5833",charlottemarques-dupuy@gmail.com,1962-06-09,+22964248102,consultant en solutions intégrées
Inès Leroux-Benard,Masculin,"MONO,GRAND-POPO,GRAND-POPO,EWE CONDJI carré 6451",inèsleroux-benard@gmail.com,1958-10-16,+22964242474,décorateur
Audrey-Anastasie Guyot,Féminin,"ALIBORI,SEGBANA,LOUGOU,LOUGOU carré 4287",audrey-anastasieguyot@gmail.com,1966-07-17,+22953108624,ingénieur frigoriste
Thérèse-Pénélope Bonnet,Féminin,"DONGA,DJOUGOU,ONKLOU,BAKOU carré 8598",none,2007-11-13,none,none
Bernard Samson,Masculin,"BORGOU,SINENDE,FO-BOURE,FO-BOUKO carré 0893",bernardsamson@gmail.com,1983-04-13,+22995305658,conducteur de travaux
Laure Blot,Féminin,"DONGA,COPARGO,ANANDANA,PARGOUTE carré 9246",laureblot@gmail.com,1998-06-28,+22995981024,sapeur-pompier
Jérôme de Fernandez,Féminin,"OUEME,DANGBO,HOUEDOMEY,HOUEDOMEY carré 9236",none,2022-09-20,none,none
Marie Legendre,Féminin,"PLATEAU,SAKETE,AGUIDI,ILLOUGOU-KOSSOMI carré 5406",marielegendre@gmail.com,1964-02-18,+22997590944,ingénieur en chef territorial
Adèle Bègue,Féminin,"MONO,BOPA,LOBOGO,TANVE carré 3311",adèlebègue@gmail.com,1994-06-05,+22959243483,élagueur
Bertrand-André Leduc,Masculin,"ATACORA,BOUKOUMBE,BOUKOUMBE,KOUMATIE carré 1756",none,2015-09-03,none,none
Zacharie Devaux,Féminin,"DONGA,OUAKE,SEMERE 2,ITCHELLI carré 0503",zachariedevaux@gmail.com,1950-03-04,+22995592158,architecte des systèmes d'information
Thibaut-Franck Laporte,Masculin,"BORGOU,KALALE,KALALE,YOLLA carré 4319",none,2016-03-04,none,none
Alfred Nguyen,Masculin,"OUEME,AKPRO-MISSERETE,VAKON,VAKON-AZOHOUE carré 9239",alfrednguyen@gmail.com,1978-05-17,+22995514857,professeur dans l'enseignement agricole
Marthe Cousin,Féminin,"ATLANTIQUE,KPOMASSE,TOKPA-DOME,GBETOZO carré 6910",none,2017-02-18,none,none
Martine Boulanger,Féminin,"ATLANTIQUE,KPOMASSE,SEGBEYA,GBEFADJI carré 0399",martineboulanger@gmail.com,1974-01-31,+22967614770,aérodynamicien
François Loiseau,Masculin,"PLATEAU,SAKETE,ITA-DJEBOU,IGBO-ABIKOU carré 4114",françoisloiseau@gmail.com,1947-01-28,+22995549205,maquettiste
Nicolas Lemonnier Le Denis,Masculin,"PLATEAU,IFANGNI,BANIGBE,LOKOSSA-ALIHOGODO carré 5096",nicolaslemonnierledenis@gmail.com,1952-05-15,+22991529238,anesthésiste-réanimateur
Alfred du Dumas,Masculin,"COUFFO,TOVIKLIN,DOKO,NANONME carré 0861",alfreddudumas@gmail.com,1992-02-21,+22950632200,régisseur général générale cinéma
Danielle-Martine Faivre,Féminin,"COLLINES,GLAZOUE,ZAFFE,KPAKPAZOUNME carré 4182",danielle-martinefaivre@gmail.com,1941-01-11,+22996548544,chargé hygiène sécurité environnement (HSE)
Vincent Pichon du Raynaud,Masculin,"BORGOU,TCHAOUROU,TCHATCHOU,GBEKPANIN carré 7158",vincentpichonduraynaud@gmail.com,1973-11-08,+22964224633,ingénieur études et développement en logiciels de simulation
Marianne Rossi Le Pierre,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,WOMEY CENTRE carré 6563",mariannerossilepierre@gmail.com,1940-10-18,+22995102331,agent de développement local
Manon du Lefèvre,Masculin,"MONO,HOUEYOGBE,DOUTOU,DOUTOU-FIFADJI carré 4694",manondulefèvre@gmail.com,2001-09-13,+22961664055,chargé des méthodes outils et qualité en informatique
Nath-Élodie Simon,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,DOWA carré 5306",nath-élodiesimon@gmail.com,2001-08-19,+22964141951,ingénieur logistique
Timothée Bègue,Féminin,"ATLANTIQUE,KPOMASSE,AGANMALOME,NOUGBOYIFI carré 0379",timothéebègue@gmail.com,1999-03-01,+22969540216,paysagiste
Marcel du Launay,Masculin,"ZOU,BOHICON,GNIDJAZOUN,ALIGOUDO carré 5157",marceldulaunay@gmail.com,1957-02-13,+22995747509,acheteur
Patrick Robin-Leroy,Masculin,"OUEME,AKPRO-MISSERETE,AKPRO-MISSERETE,AKPRO-MISSERETE carré 1176",none,2014-01-23,none,none
Georges Lopes,Masculin,"COLLINES,GLAZOUE,AKLAMPA,DJANMANDJI carré 6091",georgeslopes@gmail.com,1956-12-20,+22995471458,ingénieur analogicien analogicienne
Alice Blanchard,Féminin,"COLLINES,OUESSE,DJEGBE,OHOULA carré 6154",aliceblanchard@gmail.com,1991-05-07,+22995175540,chef de projet sites et sols pollués
Adrien Faure,Masculin,"OUEME,ADJOHOUN,AKPADANOU,SOKPETINKON carré 6382",adrienfaure@gmail.com,1981-12-24,+22964420018,"ingénieur fluides, énergies, réseaux, environnement"
Michelle Bourgeois-Petit,Féminin,"MONO,LOKOSSA,OUEDEME-ADJA,ADJIGO-KPODAVE carré 8326",michellebourgeois-petit@gmail.com,1948-01-04,+22995285715,astrophysicien
Thierry Le Gillet,Masculin,"ATACORA,BOUKOUMBE,BOUKOUMBE,KOUSSAYAGOU carré 2198",thierrylegillet@gmail.com,1941-06-27,+22995082854,adjoint administratif administrative
Alex de la Georges,Masculin,"MONO,ATHIEME,ATHIEME,ATHIEMEGAN carré 8568",alexdelageorges@gmail.com,1951-11-28,+22995187268,credit manager
Valentine Lombard,Féminin,"COLLINES,BANTE,GOUKA,GALATA carré 8860",valentinelombard@gmail.com,1963-04-15,+22995792404,ingénieur RD en énergies renouvelables
Caroline Vallet,Féminin,"DONGA,COPARGO,SINGRE,SINGRE carré 5460",none,2007-09-14,none,none
Robert Léger,Masculin,"ALIBORI,KANDI,SAM,TANKONGOU carré 5170",robertléger@gmail.com,1971-02-21,+22964088707,géochimiste
Clémence-Suzanne Diaz,Féminin,"ATACORA,TOUKOUNTOUNA,KOUARFA,TCHOUNDEKOU carré 8270",clémence-suzannediaz@gmail.com,1994-11-29,+22964887651,scénariste
Philippe Martineau,Féminin,"ATLANTIQUE,ALLADA,ALLADA CENTRE,GBEGAMEY carré 0329",philippemartineau@gmail.com,1989-04-01,+22995505029,chargé de projet événementiel
Alphonse Grondin,Féminin,"ALIBORI,BANIKOARA,KOKIBOROU,KOKIBOROU carré 9893",alphonsegrondin@gmail.com,1932-05-21,+22969517073,ingénieur efficacité énergétique du bâtiment
Frédéric Riou de Marty,Masculin,"ZOU,DJIDJA,SETTO,NONTCHEDIGBE carré 7849",frédéricrioudemarty@gmail.com,1942-03-01,+22964584077,technicien de maintenance en génie climatique
Thomas Foucher,Masculin,"ATLANTIQUE,OUIDAH,OUIDAH IV,WOMEY carré 5940",thomasfoucher@gmail.com,1980-02-20,+22953305379,expert en sécurité informatique
Julie Chauvet,Féminin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,DANDJI carré 3202",juliechauvet@gmail.com,1998-11-18,+22956304098,ingénieur méthodes mécaniques
Isabelle-Agathe Blin,Féminin,"ATLANTIQUE,KPOMASSE,SEGBOHOUE,VOVIO carré 7968",isabelle-agatheblin@gmail.com,1996-11-28,+22995565750,conducteur de machines à papier
Thierry Marchal de la Lesage,Masculin,"PLATEAU,ADJA-OUERE,TATONNONKON,OUIGNAN-GBADODO carré 7650",thierrymarchaldelalesage@gmail.com,2000-06-12,+22967734992,miroitier
Frédéric Charles de la Pineau,Masculin,"ZOU,DJIDJA,HOUTO,AKLINME carré 3735",frédériccharlesdelapineau@gmail.com,1993-10-26,+22964258769,ingénieur hydroécologue
Franck Imbert,Masculin,"COUFFO,APLAHOUE,KISSAMEY,HOUNGBAMEY carré 6420",franckimbert@gmail.com,1980-10-29,+22995761138,démographe
Bertrand Courtois,Masculin,"MONO,BOPA,BOPA,SEHOUGBATO carré 2627",bertrandcourtois@gmail.com,1933-03-12,+22995177951,affûteur
Virginie Ferrand,Féminin,"ATACORA,KEROU,BRIGNAMARO,GANDO BAKA carré 5178",none,2013-06-10,none,none
Christelle Descamps,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE KANHONNOU carré 2322",none,2009-12-23,none,none
Olivie Lefèvre,Féminin,"DONGA,DJOUGOU,BELLEFOUNGOU,BELLEFOUNGOU carré 3143",olivielefèvre@gmail.com,1988-04-18,+22964209851,coiffeur
Victoire-Andrée Fournier,Féminin,"ZOU,ABOMEY,HOUNLI,AGBLOME carré 1564",victoire-andréefournier@gmail.com,1959-06-29,+22954447731,paysagiste
Frédéric Lambert,Masculin,"ALIBORI,GOGOUNOU,SORI,SORI-BORO WANROU carré 2342",none,2007-08-19,none,none
Julie Richard,Féminin,"DONGA,OUAKE,OUAKE,SONATE carré 5863",julierichard@gmail.com,1970-05-10,+22967974902,apiculteur
Henri Weiss,Féminin,"PLATEAU,POBE,TOWE,CHAFFOU carré 0582",henriweiss@gmail.com,1947-11-03,+22997620471,conducteur routier routière
Thibault De Sousa,Masculin,"BORGOU,NIKKI,BIRO,GNANHOUN carré 9684",thibaultdesousa@gmail.com,1953-04-30,+22995558581,ingénieur technico-commercial technico-commerciale en chimie
Sébastien Da Silva,Masculin,"MONO,LOKOSSA,LOKOSSA,ADJAKOMEY carré 2860",none,2022-03-26,none,none
Gabriel Becker,Masculin,"ZOU,AGBANGNIZOUN,ZOUNGOUNDO,KPOTO carré 5325",gabrielbecker@gmail.com,2001-08-14,+22996634638,clerc d'huissier
Matthieu Garnier,Féminin,"ZOU,ZA-KPOTA,ZA-KPOTA,ZA-KPOTA carré 6768",matthieugarnier@gmail.com,1960-08-23,+22964045046,conseiller d'élevage
Laurence Noël-Pierre,Féminin,"OUEME,SEME-PODJI,AGBLANGANDAN,SEKANDJI HOUEYOGBE carré 8623",laurencenoël-pierre@gmail.com,1977-08-16,+22995747786,dessinateur de BD
Julien Lemaire de Lacroix,Masculin,"BORGOU,PARAKOU,2EME ARRONDISSEMENT,ASSAGBININ-BAKA carré 9971",julienlemairedelacroix@gmail.com,1977-06-14,+22995897746,administrateur de biens
Adèle David,Féminin,"DONGA,DJOUGOU,KOLOCONDE,BARI carré 9559",adèledavid@gmail.com,2000-09-09,+22995043225,agronome
Margaud Barbe,Masculin,"LITTORAL,COTONOU,1ER ARRONDISSEMENT,DONATEN carré 8975",margaudbarbe@gmail.com,1988-02-27,+22964203658,agent de propreté et d'hygiène
Denise Marin,Féminin,"BORGOU,TCHAOUROU,TCHATCHOU,GOUSSOUAMBOU carré 8163",denisemarin@gmail.com,1995-04-26,+22995875938,technicien en traitement des matériaux
Inès Bertrand de la Georges,Masculin,"OUEME,DANGBO,KESSOUNOU,GLAHOUNSA carré 3417",inèsbertranddelageorges@gmail.com,1990-09-17,+22964770276,hôte d'accueil
François Chrétien du Lefort,Masculin,"ALIBORI,BANIKOARA,TOURA,TOURA YOKPAROU carré 9811",françoischrétiendulefort@gmail.com,1997-03-31,+22966369174,reporter-photographe
Gabriel Merle,Masculin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,GBODJE carré 2630",gabrielmerle@gmail.com,1940-07-27,+22964061610,formateur en informatique
Inès Launay de la Georges,Masculin,"ATLANTIQUE,ALLADA,AYOU,HOUNKPA carré 6888",inèslaunaydelageorges@gmail.com,2002-03-24,+22964270805,gardien de la paix
Émile Denis du Lemonnier,Féminin,"ATLANTIQUE,ALLADA,LISSEGAZOUN,SOLOKOUE carré 6074",émiledenisdulemonnier@gmail.com,1933-09-09,+22995543736,chargé de production
Julie de Clément,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TOGBIN-FANDJI carré 1491",juliedeclément@gmail.com,1958-07-19,+22959397808,développeur rural rurale humanitaire
Alexandre Bourgeois du Jacob,Féminin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,CAMP-ADAGBE carré 8993",alexandrebourgeoisdujacob@gmail.com,1953-09-11,+22961423066,zoologiste
Suzanne Goncalves de Brun,Féminin,"OUEME,AGUEGUES,AVAGBODJI,DJEKPE carré 1733",suzannegoncalvesdebrun@gmail.com,1967-11-28,+22964355055,ingénieur environnement et risques industriels
Gilbert Le Delannoy,Masculin,"ATLANTIQUE,ZE,TANGBO,AVLESSA carré 6919",gilbertledelannoy@gmail.com,1988-05-17,+22964555420,neurobiologiste
Thomas Girard,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,ZOUNGO carré 2145",thomasgirard@gmail.com,1947-12-08,+22995863357,employé de restaurant
Jules Guillot,Masculin,"BORGOU,PARAKOU,2EME ARRONDISSEMENT,ROSE-CROIX BAH MORA carré 2386",julesguillot@gmail.com,1986-01-04,+22964043515,ingénieur production en mécanique
Adrienne Fernandes,Féminin,"PLATEAU,KETOU,KETOU,ASSENA carré 0783",adriennefernandes@gmail.com,1950-08-02,+22995882928,chargé d'études naturalistes
Julie Pottier,Féminin,"ALIBORI,KANDI,ANGARADEBOU,THYA carré 4892",juliepottier@gmail.com,1982-06-26,+22964838645,gestionnaire de parc micro-informatique
Adrien Ferrand du Guyon,Masculin,"ALIBORI,BANIKOARA,SOMPEROUKOU,POTO carré 8992",adrienferrandduguyon@gmail.com,1984-12-17,+22995888402,militaire du rang de l'armée de terre
Margot Gimenez de Valentin,Masculin,"BORGOU,PARAKOU,2EME ARRONDISSEMENT,BANIKANNI carré 9574",none,2016-04-01,none,none
Rémy Bonneau,Masculin,"MONO,GRAND-POPO,AVLO,HOUNKOUNNOU carré 3083",rémybonneau@gmail.com,1965-12-01,+22964015058,archiviste
Arthur Morel,Masculin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,HLACOMEY carré 8608",arthurmorel@gmail.com,1937-08-22,+22964687733,ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA)
Marianne Roger,Féminin,"OUEME,AKPRO-MISSERETE,KATAGON,TOHOUIKANME carré 1324",marianneroger@gmail.com,1999-03-25,+22995274640,aide-chimiste
Adélaïde Ribeiro-Delmas,Féminin,"ATACORA,NATITINGOU,NATITINGOU II,BORIYOURE carré 1637",none,2021-11-29,none,none
Guy Valentin,Masculin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,DJEGAN KPEVI carré 4498",none,2016-05-17,none,none
Madeleine Barbe de la Lecoq,Féminin,"OUEME,DANGBO,ZOUNGUE,YOKON carré 6448",madeleinebarbedelalecoq@gmail.com,1960-07-22,+22995297400,assistant réalisateur réalisatrice
Margaux Guillaume,Masculin,"DONGA,DJOUGOU,PELEBINA,WASSA carré 3746",margauxguillaume@gmail.com,1965-09-29,+22995780679,coffreur-boiseur
Mathilde Courtois-Clément,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TOGBIN-KPEVI carré 7684",mathildecourtois-clément@gmail.com,1965-08-21,+22995173208,batelier
Alain Roux,Masculin,"ZOU,BOHICON,BOHICON I,KPATALOCOLI carré 0570",alainroux@gmail.com,1958-06-02,+22964622038,conservateur du patrimoine
Nathalie Diallo,Féminin,"BORGOU,SINENDE,SINENDE,GOUROU carré 3674",nathaliediallo@gmail.com,1948-05-17,+22961635633,commercial export
Julie Vincent,Féminin,"ATACORA,NATITINGOU,KOUABA,TIPETI carré 9568",julievincent@gmail.com,1941-06-28,+22995524824,ajusteur-monteur
Éric Hoarau,Masculin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,SEGBEYA NORD carré 9716",érichoarau@gmail.com,1969-01-30,+22962975963,responsable du recrutement
Adrien Aubert,Masculin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,GBEDIGA GUEDEHOUNGUE carré 1497",adrienaubert@gmail.com,1984-09-06,+22961133121,coffreur-boiseur
Alphonse Léger,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,OUANDO ABAME carré 6872",alphonseléger@gmail.com,1999-12-16,+22964117991,agent de sûreté ferroviaire
Élisabeth Buisson,Masculin,"ALIBORI,SEGBANA,LIBOUSSOU,LETE carré 7833",none,2015-08-07,none,none
Gilles de la Peltier,Masculin,"ZOU,BOHICON,BOHICON II,AHOUAME-AHITO carré 7912",gillesdelapeltier@gmail.com,1970-04-17,+22995298792,ingénieur en électronique numérique
Françoise Fleury,Féminin,"PLATEAU,SAKETE,SAKETE 1,DEGOUN carré 8649",françoisefleury@gmail.com,1977-10-18,+22995077692,gérant de restauration collective
Denise Giraud du Bertin,Féminin,"COUFFO,TOVIKLIN,DOKO,TCHOULEHOUDJI carré 3024",denisegirauddubertin@gmail.com,1980-07-10,+22964179614,bio-informaticien
Capucine Roux,Féminin,"LITTORAL,COTONOU,8EME ARRONDISSEMENT,AGONTINKON carré 0812",none,2008-12-14,none,none
Éric Weiss,Masculin,"PLATEAU,POBE,POBE,OKE ATA carré 8522",none,2010-04-16,none,none
Maggie De Sousa,Féminin,"BORGOU,TCHAOUROU,TCHATCHOU,GBEKPANIN carré 6999",maggiedesousa@gmail.com,1936-01-21,+22964385031,parfumeur
Margaud Baron,Masculin,"ATACORA,COBLY,TAPOGA,TAPOGA carré 0257",margaudbaron@gmail.com,1976-12-17,+22991968078,mandataire judiciaire
Rémy Le Goff,Masculin,"BORGOU,TCHAOUROU,TCHAOUROU,TCHAOUROU-ISSALE carré 7259",rémylegoff@gmail.com,1964-08-22,+22964257008,physicien médical médicale
Noël Delaunay,Masculin,"COUFFO,LALO,LALO,ZONMONDJI carré 4818",noëldelaunay@gmail.com,1985-11-15,+22996746396,entraîneur de chevaux
Sébastien Laporte du Rousseau,Masculin,"PLATEAU,POBE,TOWE,IGA carré 8592",sébastienlaportedurousseau@gmail.com,1992-11-14,+22995180794,responsable d'élevage agricole
Amélie Renaud,Féminin,"BORGOU,TCHAOUROU,BETEROU,BETEROU carré 9536",amélierenaud@gmail.com,1937-03-24,+22990830046,plâtrier
Charles Bernier,Masculin,"ATLANTIQUE,ALLADA,LISSEGAZOUN,ADJADJI-BATA carré 3894",charlesbernier@gmail.com,1935-02-02,+22951735759,garçon de café
Robert Marie,Masculin,"COLLINES,GLAZOUE,ZAFFE,MADENGBE carré 9388",robertmarie@gmail.com,1961-10-05,+22995004709,chef d'exploitation d'usine d'incinération
Océane-Inès Lejeune,Masculin,"LITTORAL,COTONOU,5EME ARRONDISSEMENT,GUINKOMEY carré 3898",océane-inèslejeune@gmail.com,1956-09-26,+22964696043,ingénieur plasturgiste
Marie Lecomte,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,SALAMEY carré 8616",marielecomte@gmail.com,1946-10-08,+22995699270,agriculteur
Hélène Turpin,Féminin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,VODJE FINAGNON carré 7824",hélèneturpin@gmail.com,1954-03-01,+22995578773,ingénieur recherche et développement (R&amp;D) en agroéquipement
Édouard Rolland,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,ZEKANMEY-DOME carré 5801",édouardrolland@gmail.com,1958-03-17,+22995558610,caissier
Georges Perez,Masculin,"ALIBORI,MALANVILLE,GAROU,TOUNGA-TEDJI carré 9012",georgesperez@gmail.com,1990-12-29,+22995933763,paysagiste
Guy Masson,Masculin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,AKONABOE carré 0457",guymasson@gmail.com,1950-07-17,+22964171945,technicien de forge
Timothée Martin-Torres,Féminin,"OUEME,AVRANKOU,KOUTI,GBAGLA-DASSA carré 6495",timothéemartin-torres@gmail.com,1991-01-25,+22995994768,nivoculteur
Daniel Jacquet,Masculin,"DONGA,DJOUGOU,KOLOCONDE,KOLOCONDE ZONGO carré 0788",none,2019-06-06,none,none
Alex Renard du Brun,Masculin,"ZOU,BOHICON,AVOGBANNA,GBETO carré 0555",alexrenarddubrun@gmail.com,1975-05-11,+22995948324,barman
Gérard de la Clerc,Masculin,"DONGA,COPARGO,SINGRE,NIMOUROU carré 8295",none,2010-09-14,none,none
Claudine Paris,Féminin,"DONGA,COPARGO,COPARGO,PASSABIA carré 6156",claudineparis@gmail.com,1962-06-26,+22964163195,consultant en systèmes d'information
Élisabeth Costa de Cordier,Masculin,"OUEME,AVRANKOU,AVRANKOU,LATCHE-HOUEZOUNME carré 3656",élisabethcostadecordier@gmail.com,1960-07-05,+22995526077,conseiller en fusions-acquisitions
Éric Daniel,Masculin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,SEDJEKO carré 4711",éricdaniel@gmail.com,1976-01-16,+22956575185,chargé de projet événementiel
Philippine Thibault,Féminin,"ATLANTIQUE,OUIDAH,OUIDAH II,GBENA-SUD carré 7402",none,2012-12-13,none,none
Paul Bruneau-Guérin,Masculin,"OUEME,DANGBO,DANGBO,MONOTOKPA carré 1351",paulbruneau-guérin@gmail.com,1990-08-07,+22995239522,technicien de fabrication de mobilier et de menuiserie
Sylvie Barbe,Féminin,"DONGA,OUAKE,SEMERE 1,DAKA carré 2032",sylviebarbe@gmail.com,1989-03-13,+22953858730,ouvrier agricole
Marie Collin,Féminin,"OUEME,AKPRO-MISSERETE,VAKON,VAKON-AZOHOUE carré 0981",mariecollin@gmail.com,1979-09-18,+22969633831,auteur-compositeur interprète interprète
Maryse de la Potier,Féminin,"ALIBORI,BANIKOARA,FOUNOUGO,GAMA carré 4168",marysedelapotier@gmail.com,1979-05-08,+22964595897,ingénieur textile
Marine Delmas,Féminin,"COLLINES,DASSA-ZOUME,DASSA II,ILOULE carré 7599",none,2019-02-20,none,none
Hélène Joseph,Féminin,"ZOU,COVE,NAOGON,AGA carré 4481",none,2020-05-02,none,none
Isabelle Monnier-Nguyen,Féminin,"ATLANTIQUE,ZE,YOKPO,AWONSEDJA carré 6040",none,2008-07-20,none,none
Margot Sanchez,Masculin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,DOWA  ALIOGBOGO carré 2246",margotsanchez@gmail.com,1958-12-17,+22995219787,chargé hygiène sécurité environnement (HSE)
Christelle du Blanchet,Féminin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-AKPLOMEY carré 3611",none,2016-02-15,none,none
Arthur Barthelemy,Masculin,"ZOU,DJIDJA,AGOUNA,AWOTRELE carré 8510",arthurbarthelemy@gmail.com,1949-02-13,+22969350373,opérateur de raffinerie
François Bernard,Masculin,"MONO,GRAND-POPO,SAZUE,VODOMEY carré 6920",none,2011-09-07,none,none
Nath Perrot,Masculin,"COUFFO,KLOUEKANMEY,AHOGBEYA,AGLALI carré 5361",nathperrot@gmail.com,1958-02-22,+22969544586,chef de station de traitement des eaux
Thibault Colas,Masculin,"ATLANTIQUE,ALLADA,AHOUANNONZOUN,HETIN carré 7094",none,2017-08-16,none,none
Adrienne Courtois,Féminin,"ATLANTIQUE,TORI-BOSSITO,TORI-GARE,TORI-GARE CENTRE carré 0784",adriennecourtois@gmail.com,1952-12-05,+22957353605,constructeur de routes
